,Car Title,Car Model,Car Transmission,Car km,Car Owner,Car Fuel type,Car Registration,Car price per month,Car Price,Car Location
963,2018 Maruti Celerio,VXI CNG,Manual,"55,085 km",2nd Owner,CNG,HR-26,"8,016/month","4,10,000","Metro Walk, Rohini, New Delhi"
964,2019 Maruti Baleno,DELTA PETROL 1.2,Manual,"97,494 km",1st Owner,Petrol,HR-30,"10,010/month","5,12,000","Spaze Platinum, Sohna Road, Gurugram"
965,2012 Maruti Zen Estilo,LXI CNG,Manual,"1,03,033 km",1st Owner,CNG,DL-3C,"3,851/month","1,97,000","Sector-18, Noida"
966,2017 Honda Jazz,1.2L I-VTEC S,Manual,"41,512 km",1st Owner,Petrol,DL-9C,"9,267/month","4,74,000","Sector-18, Noida"
967,2011 Toyota Corolla Altis,G PETROL,Manual,"82,699 km",2nd Owner,Petrol,HR-26,"6,882/month","3,52,000","Spaze Platinum, Sohna Road, Gurugram"
968,2020 Maruti New Wagon-R,LXI CNG 1.0 L,Manual,"62,629 km",1st Owner,CNG,DL-8C,"10,479/month","5,36,000","M3M Urbana, Golf Course Extension, Gurugram"
969,2016 Maruti Baleno,DELTA PETROL 1.2,Manual,"30,092 km",1st Owner,Petrol,DL-8C,"10,518/month","5,38,000","Metro Walk, Rohini, New Delhi"
970,2020 Renault Kwid,RXL,Manual,"31,471 km",1st Owner,Petrol,HR-10,"7,429/month","3,80,000","Metro Walk, Rohini, New Delhi"
971,2017 Honda Amaze,1.2L I-VTEC S,Manual,"31,433 km",1st Owner,Petrol,HR-51,"9,814/month","5,02,000","Spaze Platinum, Sohna Road, Gurugram"
972,2021 Renault Kiger,RXZ 1.0 TURBO MT,Manual,"17,632 km",1st Owner,Petrol,UP-62,"15,015/month","7,68,000","GIP Mall, Noida"
973,2011 Maruti Wagon R 1.0,VXI,Manual,"87,968 km",1st Owner,Petrol,UP-16,"3,597/month","1,84,000","Sewa Nagar
"
974,2010 Maruti Ritz,LXI,Manual,"92,939 km",1st Owner,Petrol,DL-9C,"2,796/month","1,43,000","Metro Walk, Rohini, New Delhi"
975,2014 Hyundai Elite i20,SPORTZ 1.2,Manual,"41,173 km",1st Owner,Petrol,DL-3C,"9,971/month","5,10,000","GIP Mall, Noida"
976,2017 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"34,006 km",1st Owner,Petrol,UP-16,"9,013/month","4,61,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
977,2010 Hyundai i10,MAGNA 1.2,Manual,"40,594 km",1st Owner,Petrol,DL-10,"3,167/month","1,62,000","Metro Walk, Rohini, New Delhi"
978,2013 Hyundai i20,SPORTZ 1.2,Manual,"41,222 km",1st Owner,Petrol,DL-2C,"6,608/month","3,38,000","M3M Urbana, Golf Course Extension, Gurugram"
979,2010 Maruti A Star,LXI,Manual,"18,589 km",1st Owner,Petrol,DL-2C,"2,893/month","1,48,000","GIP Mall, Noida"
980,2014 Honda City,1.5L I-VTEC SV,Manual,"80,323 km",1st Owner,Petrol,DL-10,"10,205/month","5,22,000","Sector-18, Noida"
981,2014 Maruti Alto K10,LXI P,Manual,"64,158 km",1st Owner,Petrol,DL-1C,"4,653/month","2,38,000","Vasant Kunj, New Delhi"
982,2019 Hyundai NEW SANTRO,MAGNA,Manual,"27,750 km",1st Owner,Petrol,DL-9C,"8,798/month","4,50,000","Sector-18, Noida"
983,2013 Maruti Swift,VXI,Manual,"77,905 km",1st Owner,Petrol,DL-3C,"6,237/month","3,19,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
984,2014 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"80,039 km",1st Owner,Petrol,HR-20,"6,921/month","3,54,000","Spaze Platinum, Sohna Road, Gurugram"
985,2016 Honda City,1.5L I-VTEC VX,Manual,"79,680 km",1st Owner,Petrol,DL-14,"13,861/month","7,09,000","Sector-18, Noida"
986,2021 Renault Kiger,RXZ TURBO MT DUAL TONE,Manual,"7,327 km",1st Owner,Petrol,DL-14,"15,760/month","8,28,000","Metro Walk, Rohini, New Delhi"
987,2019 Maruti New Wagon-R,ZXI 1.2,Manual,"31,464 km",1st Owner,Petrol,UP-16,"10,381/month","5,31,000","GIP Mall, Noida"
988,2016 Honda City,1.5L I-VTEC VX,Manual,"48,430 km",1st Owner,Petrol,DL-1C,"15,327/month","7,84,000","GIP Mall, Noida"
989,2021 Renault Kiger,RXZ TURBO MT DUAL TONE,Manual,"11,647 km",1st Owner,Petrol,DL-14,"15,132/month","7,74,000","Sector-18, Noida"
990,2021 Hyundai GRAND I10 NIOS,MAGNA 1.2 KAPPA VTVT CNG,Manual,"50,380 km",1st Owner,CNG,DL-9C,"12,493/month","6,39,000","Metro Walk, Rohini, New Delhi"
991,2017 Ford Ecosport,TREND 1.5L PETROL,Manual,"77,946 km",1st Owner,Petrol,DL-1C,"10,694/month","5,47,000","Metro Walk, Rohini, New Delhi"
992,2016 Maruti Celerio,ZXI,Manual,"56,721 km",1st Owner,Petrol,DL-10,"7,976/month","4,08,000","Vasant Kunj, New Delhi"
993,2019 Maruti Ciaz,ALPHA DIESEL 1.5,Manual,"92,089 km",3rd Owner,Diesel,HR-26,"16,464/month","8,65,000","Metro Walk, Rohini, New Delhi"
994,2012 Hyundai i10,MAGNA 1.2,Manual,"91,926 km",1st Owner,Petrol,DL-7C,"4,516/month","2,31,000","GIP Mall, Noida"
995,2015 Maruti Celerio,ZXI AMT,Automatic,"73,477 km",1st Owner,Petrol,DL-12,"7,742/month","3,96,000","Metro Walk, Rohini, New Delhi"
996,2014 Maruti Wagon R 1.0,LXI CNG,Manual,"87,342 km",1st Owner,CNG,DL-5C,"6,412/month","3,28,000","Sector-18, Noida"
997,2018 Maruti Wagon R 1.0,LXI CNG,Manual,"76,661 km",1st Owner,CNG,DL-9C,"8,328/month","4,26,000","Vasant Kunj, New Delhi"
998,2019 Maruti Dzire,VXI,Manual,"42,110 km",1st Owner,Petrol,HR-29,"10,811/month","5,53,000","Spaze Platinum, Sohna Road, Gurugram"
999,2016 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"71,688 km",1st Owner,Petrol,DL-10,"8,524/month","4,36,000","Vasant Kunj, New Delhi"
1000,2022 Renault Kwid,CLIMBER AMT 1.0,Automatic,"6,592 km",1st Owner,Petrol,DL-14,"10,772/month","5,51,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
1001,2016 Maruti Ciaz,ZXI+,Manual,"31,761 km",1st Owner,Petrol,UP-14,"13,001/month","6,65,000","GIP Mall, Noida"
1002,2016 Maruti Ciaz,ZXI+ AT,Automatic,"37,999 km",1st Owner,Petrol,HR-26,"13,138/month","6,72,000","Parsvnath City Mall, Faridabad"
1003,2019 Maruti Celerio,VXI CNG OPT,Manual,"71,910 km",1st Owner,CNG,HR-13,"8,993/month","4,60,000","Spaze Platinum, Sohna Road, Gurugram"
1004,2022 Renault Kwid,CLIMBER MT 1.0,Manual,"6,624 km",1st Owner,Petrol,DL-12,"9,756/month","4,99,000","Parsvnath City Mall, Faridabad"
1005,2011 Volkswagen Vento,HIGHLINE PETROL AT,Automatic,"60,391 km",2nd Owner,Petrol,DL-3C,"7,390/month","3,78,000","Metro Walk, Rohini, New Delhi"
1006,2016 Hyundai Creta,S 1.6 PETROL,Manual,"78,041 km",2nd Owner,Petrol,DL-12,"14,878/month","7,61,000","Metro Walk, Rohini, New Delhi"
1007,2021 Honda WR-V,1.2L I-VTEC SV MT,Manual,"9,343 km",1st Owner,Petrol,DL-5C,"16,826/month","8,84,000","Sector-18, Noida"
1008,2014 Maruti Swift,VXI D,Manual,"44,992 km",1st Owner,Petrol,UP-14,"7,058/month","3,61,000","Sewa Nagar
"
1009,2019 Hyundai Creta,SX AT 1.6 PETROL,Automatic,"54,683 km",1st Owner,Petrol,DL-12,"21,680/month","11,39,000","Sector-18, Noida"
1010,2019 Renault Kwid,RXT 1.0 AMT (O),Automatic,"30,828 km",2nd Owner,CNG,HR-51,"8,641/month","4,42,000","Spaze Platinum, Sohna Road, Gurugram"
1011,2017 Maruti Wagon R 1.0,LXI,Manual,"65,930 km",1st Owner,Petrol,HR-87,"6,862/month","3,51,000","Metro Walk, Rohini, New Delhi"
1012,2018 Tata NEXON,XZ PLUS DIESEL DUAL TONE,Manual,"86,829 km",1st Owner,Diesel,DL-3C,"12,727/month","6,51,000","Metro Walk, Rohini, New Delhi"
1013,2011 Maruti Wagon R 1.0,LXI,Manual,"60,784 km",1st Owner,Petrol,HR-26,"3,851/month","1,97,000","Metro Walk, Rohini, New Delhi"
1014,2011 Hyundai i10,SPORTZ 1.2,Manual,"56,652 km",2nd Owner,Petrol,DL-1C,"4,086/month","2,09,000","Metro Walk, Rohini, New Delhi"
1015,2020 Hyundai GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT CNG,Manual,"64,847 km",1st Owner,CNG,DL-7C,"12,571/month","6,43,000","Vasant Kunj, New Delhi"
1016,2021 Renault Kiger,RXZ 1.0 MT,Manual,"15,991 km",1st Owner,Petrol,DL-3C,"14,369/month","7,35,000","Vasant Kunj, New Delhi"
1017,2016 Maruti Swift,VXI,Manual,"36,624 km",1st Owner,Petrol,DL-6C,"8,895/month","4,55,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
1018,2016 Hyundai Grand i10,ASTA (O) 1.2 KAPPA VTVT,Manual,"79,736 km",1st Owner,Petrol,UP-14,"8,289/month","4,24,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
1019,2017 Hyundai Elite i20,SPORTZ 1.2,Manual,"63,817 km",1st Owner,Petrol,HR-26,"10,811/month","5,53,000","Metro Walk, Rohini, New Delhi"
1020,2017 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"56,054 km",1st Owner,Petrol,HR-52,"8,954/month","4,58,000","Parsvnath City Mall, Faridabad"
1021,2014 Honda Amaze,1.2L I-VTEC S,Manual,"79,963 km",1st Owner,Petrol,DL-4C,"6,823/month","3,49,000","GIP Mall, Noida"
1022,2017 Hyundai Creta,E PLUS 1.6 PETROL,Manual,"41,007 km",1st Owner,Petrol,DL-1C,"15,399/month","8,09,000","M3M Urbana, Golf Course Extension, Gurugram"
1023,2010 Honda Jazz,1.2L I-VTEC BASE,Manual,"97,943 km",1st Owner,Petrol,DL-7C,"3,675/month","1,88,000","Metro Walk, Rohini, New Delhi"
1024,2018 Maruti Ciaz,ALPHA 1.4 VVT AMT,Automatic,"60,653 km",1st Owner,Petrol,DL-8C,"15,054/month","7,70,000","Sector-18, Noida"
1025,2015 Hyundai i20 Active,1.2 S,Manual,"61,226 km",1st Owner,Petrol,DL-12,"10,166/month","5,20,000","Sector-18, Noida"
1026,2016 Honda City,1.5L I-VTEC VX,Manual,"41,250 km",1st Owner,Petrol,HR-51,"15,269/month","7,81,000","Parsvnath City Mall, Faridabad"
1027,2019 Maruti Dzire,ZDI PLUS AMT,Automatic,"44,933 km",3rd Owner,Diesel,HR-26,"14,350/month","7,34,000","Metro Walk, Rohini, New Delhi"
1028,2012 Maruti Alto K10,LXI P,Manual,"39,085 km",1st Owner,Petrol,DL-12,"3,871/month","1,98,000","Metro Walk, Rohini, New Delhi"
1029,2010 Hyundai Santro Xing,GL,Manual,"23,502 km",1st Owner,Petrol,DL-2C,"2,620/month","1,34,000","Sector-18, Noida"
1030,2018 Hyundai Elite i20,SPORTZ 1.2,Manual,"30,206 km",1st Owner,Petrol,HR-36,"13,118/month","6,71,000","Spaze Platinum, Sohna Road, Gurugram"
1031,2015 Maruti Celerio,ZXI AMT,Automatic,"1,06,212 km",1st Owner,Petrol,HR-81,"7,585/month","3,88,000","Metro Walk, Rohini, New Delhi"
1032,2017 Honda Jazz,1.2L I-VTEC V AT,Automatic,"25,244 km",1st Owner,Petrol,HR-51,"11,554/month","5,91,000","Parsvnath City Mall, Faridabad"
1033,2016 Maruti Vitara Brezza,ZDI,Manual,"77,722 km",1st Owner,Diesel,HR-30,"11,887/month","6,08,000","Metro Walk, Rohini, New Delhi"
1034,2015 Hyundai Elite i20,ASTA 1.2,Manual,"21,693 km",1st Owner,Petrol,DL-10,"10,680/month","5,46,300","Sector-18, Noida"
1035,2022 Renault TRIBER,RXT,Manual,"13,915 km",2nd Owner,Petrol,HR-52,"14,252/month","7,29,000","Metro Walk, Rohini, New Delhi"
1036,2013 Maruti Swift,VXI,Manual,"49,347 km",1st Owner,Petrol,HR-26,"6,412/month","3,28,000","Metro Walk, Rohini, New Delhi"
1037,2017 Maruti Swift,VXI,Manual,"83,231 km",1st Owner,Petrol,HR-36,"8,309/month","4,25,000","Parsvnath City Mall, Faridabad"
1038,2013 Maruti Wagon R 1.0,VXI,Manual,"1,24,574 km",2nd Owner,Petrol,DL-8C,"4,575/month","2,34,000","Sector-18, Noida"
1039,2013 Honda Brio,S MT,Manual,"76,579 km",1st Owner,Petrol,DL-4C,"4,653/month","2,38,000","Sector-18, Noida"
1040,2020 Maruti Alto,VXI,Manual,"45,647 km",1st Owner,Petrol,DL-14,"6,999/month","3,58,000","Vasant Kunj, New Delhi"
1041,2015 Maruti Alto K10,VXI,Manual,"60,831 km",1st Owner,Petrol,HR-26,"5,103/month","2,61,000","Spaze Platinum, Sohna Road, Gurugram"
1042,2018 Maruti Alto 800,LXI,Manual,"24,796 km",1st Owner,Petrol,HR-29,"5,846/month","2,99,000","Metro Walk, Rohini, New Delhi"
1043,2015 Honda City,1.5L I-VTEC VX CVT,Automatic,"64,767 km",2nd Owner,Petrol,UP-32,"12,571/month","6,43,000","GIP Mall, Noida"
1044,2017 Hyundai i20 Active,1.2 S,Manual,"60,915 km",1st Owner,Petrol,UP-14,"11,085/month","5,67,000","GIP Mall, Noida"
1045,2014 Honda Amaze,1.2L I-VTEC EX,Manual,"57,098 km",1st Owner,Petrol,DL-3C,"7,136/month","3,65,000","GIP Mall, Noida"
1046,2016 Maruti Ciaz,ZXI+ AT,Automatic,"84,195 km",1st Owner,Petrol,DL-9C,"12,512/month","6,40,000","GIP Mall, Noida"
1047,2013 Hyundai i10,SPORTZ 1.1,Manual,"41,364 km",1st Owner,Petrol,DL-3C,"5,943/month","3,04,000","Metro Walk, Rohini, New Delhi"
1048,2019 Renault Kwid,RXL,Manual,"9,550 km",1st Owner,Petrol,DL-14,"7,097/month","3,63,000","Metro Walk, Rohini, New Delhi"
1049,2020 Tata ALTROZ,XZ PETROL,Manual,"20,986 km",1st Owner,Petrol,HR-30,"13,724/month","7,02,000","GIP Mall, Noida"
1050,2013 Hyundai Eon,MAGNA +,Manual,"1,00,432 km",2nd Owner,Petrol,DL-12,"4,047/month","2,07,000","Spaze Platinum, Sohna Road, Gurugram"
1051,2013 Maruti Swift Dzire,VXI,Manual,"63,055 km",1st Owner,Petrol,DL-6C,"6,979/month","3,57,000","M3M Urbana, Golf Course Extension, Gurugram"
1052,2019 Datsun Redi Go,A,Manual,"29,103 km",1st Owner,Petrol,DL-7C,"5,259/month","2,69,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
1053,2018 Datsun Redi Go,T (O),Manual,"27,522 km",2nd Owner,Petrol,DL-14,"4,868/month","2,49,000","Sector-18, Noida"
1054,2016 Maruti Alto K10,VXI,Manual,"58,862 km",1st Owner,CNG,HR-26,"6,139/month","3,14,000","Parsvnath City Mall, Faridabad"
1055,2013 Honda Brio,S MT,Manual,"67,656 km",2nd Owner,Petrol,DL-1C,"4,692/month","2,40,000","Sector-18, Noida"
1056,2018 Maruti Celerio,VXI CNG,Manual,"79,923 km",1st Owner,CNG,HR-29,"8,055/month","4,12,000","Parsvnath City Mall, Faridabad"
1057,2011 Toyota Etios,G,Manual,"77,870 km",1st Owner,Petrol,DL-7C,"4,457/month","2,28,000","GIP Mall, Noida"
1058,2017 Maruti Alto 800,LXI,Manual,"26,028 km",1st Owner,Petrol,DL-9C,"5,572/month","2,85,000","Metro Walk, Rohini, New Delhi"
1059,2021 Maruti Baleno,ZETA CVT PETROL 1.2,Automatic,"30,854 km",2nd Owner,Petrol,HR-26,"15,418/month","8,10,000","Parsvnath City Mall, Faridabad"
1060,2012 Maruti Swift Dzire,VXI,Manual,"35,844 km",1st Owner,Petrol,DL-12,"6,510/month","3,33,000","Metro Walk, Rohini, New Delhi"
1061,2010 Maruti Ritz,VXI,Manual,"81,744 km",1st Owner,Petrol,DL-9C,"3,343/month","1,71,000","Vasant Kunj, New Delhi"
1062,2019 Maruti New Wagon-R,ZXI 1.2,Manual,"25,253 km",1st Owner,Petrol,HR-26,"10,127/month","5,18,000","Metro Walk, Rohini, New Delhi"
1063,2016 Honda Jazz,1.2 S MT,Manual,"63,777 km",1st Owner,Petrol,UP-65,"8,367/month","4,28,000","Sector-18, Noida"
1064,2014 Maruti Swift Dzire,VXI,Manual,"84,122 km",1st Owner,Petrol,HR-26,"7,468/month","3,82,000","Spaze Platinum, Sohna Road, Gurugram"
1065,2017 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"86,527 km",1st Owner,Petrol,UP-80,"8,211/month","4,20,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
1066,2015 Maruti Ciaz,ZXI,Manual,"71,101 km",1st Owner,Petrol,UP-14,"10,870/month","5,56,000","Sector-18, Noida"
1067,2013 Maruti Alto 800,LXI,Manual,"41,097 km",1st Owner,Petrol,DL-5C,"4,223/month","2,16,000","Sector-18, Noida"
1068,2017 Maruti Baleno,DELTA PETROL 1.2,Manual,"47,403 km",1st Owner,Petrol,UP-70,"10,127/month","5,18,000","GIP Mall, Noida"
1069,2010 Hyundai i10,SPORTZ 1.2,Manual,"30,076 km",1st Owner,Petrol,DL-3C,"3,480/month","1,78,000","Metro Walk, Rohini, New Delhi"
1070,2021 Maruti Baleno,ZETA PETROL 1.2,Manual,"11,464 km",1st Owner,Petrol,UP-78,"15,327/month","7,84,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
1071,2017 Hyundai Grand i10,SPORTZ (O) 1.2 KAPPA VTVT,Manual,"70,336 km",1st Owner,Petrol,DL-12,"8,817/month","4,51,000","Parsvnath City Mall, Faridabad"
1072,2018 Honda Amaze,1.2L I-VTEC V CVT,Automatic,"54,426 km",1st Owner,Petrol,HR-10,"13,314/month","6,81,000","Spaze Platinum, Sohna Road, Gurugram"
1073,2016 Honda Jazz,1.2L I-VTEC S,Manual,"61,496 km",1st Owner,Petrol,DL-10,"8,583/month","4,39,000","Vasant Kunj, New Delhi"
1074,2015 Maruti Swift,VXI,Manual,"88,278 km",1st Owner,Petrol,DL-9C,"8,504/month","4,35,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
1075,2015 Honda Amaze,1.2L I-VTEC S,Manual,"1,14,329 km",1st Owner,Petrol,HR-26,"7,155/month","3,66,000","Metro Walk, Rohini, New Delhi"
1076,2017 Maruti Baleno,DELTA PETROL 1.2,Manual,"66,609 km",1st Owner,Petrol,HR-26,"9,990/month","5,11,000","M3M Urbana, Golf Course Extension, Gurugram"
1077,2021 Maruti Swift,VXI AMT,Automatic,"46,960 km",2nd Owner,Petrol,HR-26,"12,981/month","6,64,000","Metro Walk, Rohini, New Delhi"
1078,2017 Maruti Swift,VXI,Manual,"71,763 km",1st Owner,Petrol,HR-51,"8,680/month","4,44,000","Spaze Platinum, Sohna Road, Gurugram"
1079,2012 Honda Brio,S MT,Manual,"57,704 km",1st Owner,Petrol,DL-4C,"4,868/month","2,49,000","Sector-18, Noida"
1080,2011 Hyundai i10,SPORTZ 1.2,Manual,"54,095 km",1st Owner,Petrol,DL-4C,"3,734/month","1,91,000","M3M Urbana, Golf Course Extension, Gurugram"
1081,2014 Maruti Swift,ZXI,Manual,"56,753 km",2nd Owner,Petrol,HR-51,"8,192/month","4,19,000","Spaze Platinum, Sohna Road, Gurugram"
1082,2018 Datsun Redi Go,A,Manual,"44,293 km",1st Owner,Petrol,DL-3C,"4,672/month","2,39,000","Sector-18, Noida"
1083,2018 Maruti Alto 800,LXI,Manual,"16,105 km",1st Owner,Petrol,DL-9C,"6,432/month","3,29,000","Vasant Kunj, New Delhi"
1084,2017 Hyundai Grand i10,SPORTZ (O) 1.2 KAPPA VTVT,Manual,"76,612 km",1st Owner,Petrol,DL-8C,"8,133/month","4,16,000","GIP Mall, Noida"
1085,2013 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"41,823 km",1st Owner,Petrol,DL-8C,"6,393/month","3,27,000","GIP Mall, Noida"
1086,2010 Hyundai i10,MAGNA 1.2,Manual,"17,835 km",1st Owner,Petrol,DL-7C,"3,148/month","1,61,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
1087,2011 Hyundai i10,SPORTZ 1.2,Manual,"39,170 km",1st Owner,Petrol,DL-4C,"4,438/month","2,27,000","Metro Walk, Rohini, New Delhi"
1088,2018 Maruti Celerio,ZXI,Manual,"42,071 km",1st Owner,Petrol,HR-26,"9,032/month","4,62,000","Metro Walk, Rohini, New Delhi"
1089,2020 Maruti Swift,ZXI PLUS,Manual,"19,686 km",1st Owner,Petrol,HR-98,"14,663/month","7,50,000","Metro Walk, Rohini, New Delhi"
1090,2019 Renault Kwid,RXL,Manual,"25,085 km",1st Owner,Petrol,DL-3C,"6,706/month","3,43,000","Sector-18, Noida"
1091,2019 Maruti Baleno,ZETA PETROL 1.2,Manual,"88,750 km",1st Owner,Petrol,UP-80,"12,238/month","6,26,000","Sector-18, Noida"
1092,2018 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"28,806 km",1st Owner,Petrol,HR-36,"9,990/month","5,11,000","Parsvnath City Mall, Faridabad"
1093,2017 Maruti IGNIS,DELTA 1.2,Manual,"70,693 km",2nd Owner,Petrol,DL-8C,"7,683/month","3,93,000","Metro Walk, Rohini, New Delhi"
1094,2014 Maruti Wagon R 1.0,VXI,Manual,"1,01,391 km",1st Owner,Petrol,DL-9C,"5,572/month","2,85,000","Sector-18, Noida"
1095,2020 Renault Kwid,RXT 0.8,Manual,"26,640 km",1st Owner,Petrol,HR-72,"7,194/month","3,68,000","Metro Walk, Rohini, New Delhi"
1096,2021 Renault Kiger,RXZ 1.0 TURBO MT,Manual,"9,759 km",1st Owner,Petrol,DL-3C,"16,331/month","8,58,000","Vasant Kunj, New Delhi"
1097,2017 Maruti Baleno,DELTA PETROL 1.2,Manual,"85,782 km",1st Owner,Petrol,UP-14,"10,010/month","5,12,000","Sector-18, Noida"
1098,2011 Hyundai i20,MAGNA (O) 1.2,Manual,"83,110 km",2nd Owner,Petrol,DL-3C,"3,930/month","2,01,000","Sector-18, Noida"
1099,2016 Ford Ecosport,1.5 TITANIUM TI VCT,Manual,"46,706 km",1st Owner,Petrol,DL-2C,"12,512/month","6,40,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
1100,2020 Datsun Redi Go,T(O) 1.0 AMT,Automatic,"22,551 km",1st Owner,Petrol,UP-14,"7,273/month","3,72,000","Sector-18, Noida"
1101,2016 Maruti Baleno,DELTA PETROL 1.2,Manual,"34,936 km",1st Owner,Petrol,DL-2C,"10,010/month","5,12,000","Sector-18, Noida"
1102,2019 Datsun Redi Go,A,Manual,"84,432 km",1st Owner,Petrol,HR-12,"4,770/month","2,44,000","Vasant Kunj, New Delhi"
1103,2013 Maruti Wagon R 1.0,LXI CNG,Manual,"92,587 km",1st Owner,CNG,HR-79,"5,259/month","2,69,000","Parsvnath City Mall, Faridabad"
1104,2017 Maruti Swift,LXI (O),Manual,"66,503 km",1st Owner,Petrol,HR-51,"7,976/month","4,08,000","Metro Walk, Rohini, New Delhi"
1105,2019 Renault Duster,RXS 110 PS,Manual,"57,721 km",1st Owner,Diesel,HR-26,"17,492/month","9,19,000","Spaze Platinum, Sohna Road, Gurugram"
1106,2018 Maruti Ciaz,ZETA AT 1.5  SHVS PETROL,Automatic,"1,08,813 km",2nd Owner,Petrol,HR-26,"14,682/month","7,51,000","Parsvnath City Mall, Faridabad"
1107,2021 Tata ALTROZ,XZ DIESEL,Manual,"37,762 km",1st Owner,Diesel,HR-26,"14,897/month","7,62,000","Spaze Platinum, Sohna Road, Gurugram"
1108,2016 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"37,934 km",1st Owner,Petrol,DL-12,"8,543/month","4,37,000","GIP Mall, Noida"
1109,2015 Honda Brio,S MT,Manual,"50,489 km",1st Owner,Petrol,HR-51,"6,334/month","3,24,000","Parsvnath City Mall, Faridabad"
1110,2012 Honda Brio,EX MT,Manual,"87,713 km",2nd Owner,Petrol,DL-4C,"4,633/month","2,37,000","GIP Mall, Noida"
1111,2020 Maruti S PRESSO,VXI,Manual,"29,963 km",1st Owner,Petrol,HR-26,"7,742/month","3,96,000","Metro Walk, Rohini, New Delhi"
1112,2011 Maruti Alto,LXI,Manual,"48,387 km",1st Owner,Petrol,UP-14,"2,991/month","1,53,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
1113,2018 Datsun Go Plus,T(O),Manual,"19,879 km",1st Owner,CNG,DL-8C,"8,055/month","4,12,000","Metro Walk, Rohini, New Delhi"
1114,2011 Maruti Wagon R 1.0,VXI,Manual,"67,212 km",1st Owner,Petrol,HR-26,"4,184/month","2,14,000","Metro Walk, Rohini, New Delhi"
1115,2021 Renault Kiger,RXZ CVT 1.0 TURBO,Automatic,"9,698 km",1st Owner,Petrol,DL-3C,"18,178/month","9,55,000","Vasant Kunj, New Delhi"
1116,2012 Maruti Swift Dzire,VXI,Manual,"64,687 km",1st Owner,Petrol,DL-1C,"6,139/month","3,14,000","Metro Walk, Rohini, New Delhi"
1117,2017 Maruti Celerio,VXI CNG,Manual,"54,619 km",1st Owner,CNG,DL-12,"8,700/month","4,45,000","Sector-18, Noida"
1118,2018 Hyundai Creta,SX AT 1.6 PETROL,Automatic,"36,229 km",2nd Owner,Petrol,DL-12,"20,728/month","10,89,000","M3M Urbana, Golf Course Extension, Gurugram"
1119,2018 Maruti Celerio,ZXI AMT,Automatic,"44,783 km",1st Owner,Petrol,HR-26,"10,029/month","5,13,000","Metro Walk, Rohini, New Delhi"
1120,2019 Toyota Glanza,V CVT,Automatic,"37,778 km",1st Owner,Petrol,HR-87,"15,760/month","8,28,000","Parsvnath City Mall, Faridabad"
1121,2010 Honda City,1.5L I-VTEC S MT,Manual,"70,241 km",1st Owner,Petrol,DL-9C,"4,809/month","2,46,000","Metro Walk, Rohini, New Delhi"
1122,2018 Datsun Redi Go,T,Manual,"25,775 km",2nd Owner,Petrol,DL-8C,"4,829/month","2,47,000","Sector-18, Noida"
1123,2021 Hyundai NEW SANTRO,SPORTZ EXECUTIVE MT CNG,Manual,"39,295 km",1st Owner,CNG,DL-9C,"11,105/month","5,68,000","Vasant Kunj, New Delhi"
1124,2016 Hyundai Grand i10,MAGNA AT 1.2 KAPPA VTVT,Automatic,"62,111 km",2nd Owner,Petrol,UP-16,"8,407/month","4,30,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
1125,2016 Honda Amaze,1.2L I-VTEC SX,Manual,"64,134 km",1st Owner,Petrol,HR-26,"10,010/month","5,12,000","Spaze Platinum, Sohna Road, Gurugram"
1126,2012 Maruti Swift,LXI,Manual,"34,682 km",1st Owner,Petrol,UP-16,"5,767/month","2,95,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
1127,2021 Hyundai AURA,SX+ 1.0 TURBO GDI MT,Manual,"13,243 km",1st Owner,Petrol,HR-98,"15,475/month","8,13,000","Parsvnath City Mall, Faridabad"
1128,2011 Honda City,S MT PETROL,Manual,"89,933 km",2nd Owner,Petrol,HR-26,"5,357/month","2,74,000","Sector-18, Noida"
