,Car Title,Car Model,Car Transmission,Car km,Car Owner,Car Fuel type,Car Registration,Car price per month,Car Price,Car Location
447,2018 Hyundai Verna,1.6 VTVT SX (O) AT,Automatic,"78,698 km",2nd Owner,Petrol,DL-2C,"17,150/month","9,01,000","M3M Urbana, Golf Course Extension, Gurugram"
448,2016 Maruti Baleno,DELTA CVT PETROL 1.2,Automatic,"13,027 km",2nd Owner,Petrol,DL-2C,"10,870/month","5,56,000","Sector-18, Noida"
449,2018 Toyota Innova Crysta,2.8 ZX AT 7 STR,Automatic,"97,564 km",1st Owner,Diesel,HR-34,"32,643/month","17,15,000",
450,2018 Maruti Wagon R 1.0,VXI,Manual,"33,443 km",1st Owner,Petrol,HR-51,"7,722/month","3,95,000","Parsvnath City Mall, Faridabad"
451,2019 Tata NEXON,XZA PLUS PETROL,Automatic,"16,032 km",1st Owner,Petrol,UP-14,"16,921/month","8,89,000","Sector-18, Noida"
452,2017 Hyundai Creta,SX PLUS 1.6 PETROL,Manual,"1,05,384 km",2nd Owner,Petrol,DL-1C,"14,878/month","7,61,000","GIP Mall, Noida"
453,2019 Maruti New Wagon-R,LXI CNG 1.0,Manual,"85,969 km",1st Owner,CNG,DL-9C,"9,325/month","4,77,000","Metro Walk, Rohini, New Delhi"
454,2016 Hyundai Creta,1.6 S,Manual,"62,663 km",2nd Owner,Petrol,DL-9C,"14,017/month","7,17,000","Metro Walk, Rohini, New Delhi"
455,2021 Toyota Glanza,V,Manual,"24,378 km",1st Owner,Petrol,HR-82,"14,839/month","7,59,000","Spaze Platinum, Sohna Road, Gurugram"
456,2016 Hyundai Elite i20,MAGNA 1.2,Manual,"29,951 km",1st Owner,Petrol,DL-8C,"10,420/month","5,33,000","Vasant Kunj, New Delhi"
457,2020 Mahindra XUV500,W11(O),Manual,"30,867 km",1st Owner,Diesel,UP-16,"29,141/month","15,31,000","Sector-18, Noida"
458,2017 Maruti Wagon R 1.0,LXI,Manual,"64,952 km",1st Owner,Petrol,DL-2C,"7,116/month","3,64,000","Metro Walk, Rohini, New Delhi"
459,2020 Maruti Baleno,DELTA PETROL 1.2,Manual,"47,484 km",2nd Owner,Petrol,HR-51,"11,007/month","5,63,000","Metro Walk, Rohini, New Delhi"
460,2018 Maruti Alto 800,LXI,Manual,"67,680 km",1st Owner,CNG,HR-35,"5,963/month","3,05,000","Parsvnath City Mall, Faridabad"
461,2018 Maruti Wagon R 1.0,VXI AMT,Automatic,"32,330 km",1st Owner,Petrol,HR-52,"8,426/month","4,31,000","Parsvnath City Mall, Faridabad"
462,2016 Maruti Baleno,DELTA PETROL 1.2,Manual,"1,00,505 km",1st Owner,Petrol,UP-16,"8,934/month","4,57,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
463,2014 Hyundai Elite i20,SPORTZ 1.2,Manual,"66,601 km",2nd Owner,Petrol,DL-8C,"8,934/month","4,57,000","Metro Walk, Rohini, New Delhi"
464,2018 Maruti S Cross,ZETA 1.3,Manual,"76,701 km",1st Owner,Diesel,HR-26,"13,040/month","6,67,000","Parsvnath City Mall, Faridabad"
465,2014 Maruti Swift Dzire,VXI,Manual,"80,888 km",1st Owner,Petrol,DL-3C,"6,882/month","3,52,000","Sector-18, Noida"
466,2016 Maruti Alto K10,VXI,Manual,"38,064 km",1st Owner,Petrol,UP-14,"6,080/month","3,11,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
467,2017 Maruti Celerio,ZXI AMT,Automatic,"11,466 km",1st Owner,Petrol,DL-3C,"9,169/month","4,69,000","Sector-18, Noida"
468,2019 Maruti New Wagon-R,1.0 Lxi (o) cng,Manual,"97,574 km",1st Owner,CNG,HR-51,"8,915/month","4,56,000","M3M Urbana, Golf Course Extension, Gurugram"
469,2021 Tata Tiago,XZ PETROL,Manual,"16,074 km",1st Owner,Petrol,HR-36,"10,655/month","5,45,000","Metro Walk, Rohini, New Delhi"
470,2015 Maruti Swift,VXI,Manual,"80,025 km",2nd Owner,Petrol,DL-1C,"7,429/month","3,80,000","Parsvnath City Mall, Faridabad"
471,2018 Renault Kwid,RXL 1.0,Manual,"41,437 km",2nd Owner,Petrol,DL-9C,"6,784/month","3,47,000","Sector-18, Noida"
472,2020 Honda WR-V,1.5 i-DTEC VX MT,Manual,"61,360 km",1st Owner,Diesel,HR-10,"16,712/month","8,78,000","Spaze Platinum, Sohna Road, Gurugram"
473,2017 Maruti Swift,ZXI,Manual,"40,512 km",2nd Owner,Petrol,HR-26,"9,423/month","4,82,000","Parsvnath City Mall, Faridabad"
474,2022 Renault Kwid,CLIMBER MT 1.0,Manual,"5,221 km",1st Owner,Petrol,DL-14,"9,521/month","4,87,000","Metro Walk, Rohini, New Delhi"
475,2018 Maruti S Cross,ZETA 1.3,Manual,"1,22,827 km",1st Owner,Diesel,HR-26,"12,199/month","6,24,000","Sector-18, Noida"
476,2019 Mahindra XUV 3OO,W8 DIESEL MT,Manual,"86,105 km",1st Owner,Diesel,DL-12,"15,779/month","8,29,000","Vasant Kunj, New Delhi"
477,2018 Honda City,1.5L I-VTE V CVT,Automatic,"52,370 km",1st Owner,Petrol,HR-26,"15,893/month","8,35,000","Vasant Kunj, New Delhi"
478,2018 Maruti Ciaz,ALPHA  AT 1.5 SHVS PETROL,Automatic,"80,362 km",1st Owner,Petrol,DL-4C,"14,819/month","7,58,000","Vasant Kunj, New Delhi"
479,2016 Honda City,1.5L I-VTEC E MT,Manual,"37,369 km",1st Owner,Petrol,DL-14,"12,532/month","6,41,000","Sector-18, Noida"
480,2016 Hyundai Elite i20,SPORTZ 1.2,Manual,"24,235 km",1st Owner,Petrol,UP-16,"12,160/month","6,22,000","Sector-18, Noida"
481,2014 Hyundai Eon,MAGNA +,Manual,"80,594 km",1st Owner,Petrol,UP-16,"4,868/month","2,49,000","Sector-18, Noida"
482,2019 Maruti Baleno,ZETA PETROL 1.2,Manual,"32,875 km",1st Owner,Petrol,DL-12,"13,138/month","6,72,000","Vasant Kunj, New Delhi"
483,2018 Maruti IGNIS,ZETA 1.2 AMT,Automatic,"1,07,798 km",1st Owner,Petrol,UP-16,"8,954/month","4,58,000","Sewa Nagar
"
484,2017 Maruti Swift,VXI,Manual,"69,946 km",1st Owner,CNG,DL-3C,"9,540/month","4,88,000","GIP Mall, Noida"
485,2020 Maruti Celerio,ZXI,Manual,"91,970 km",2nd Owner,Petrol,UP-13,"8,192/month","4,19,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
486,2020 Hyundai AURA,S 1.2,Manual,"22,599 km",1st Owner,Petrol,DL-10,"12,473/month","6,38,000","M3M Urbana, Golf Course Extension, Gurugram"
487,2018 Honda Amaze,1.2L I-VTEC S,Manual,"47,958 km",1st Owner,Petrol,DL-10,"11,417/month","5,84,000","GIP Mall, Noida"
488,2012 Maruti Swift Dzire,VXI,Manual,"99,500 km",1st Owner,Petrol,DL-9C,"6,119/month","3,13,000","Sector-18, Noida"
489,2012 Honda City,1.5L I-VTEC V AT,Automatic,"42,955 km",1st Owner,Petrol,DL-4C,"9,384/month","4,80,000","Sector-18, Noida"
490,2014 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"75,821 km",1st Owner,Petrol,HR-26,"7,175/month","3,67,000","Metro Walk, Rohini, New Delhi"
491,2019 Hyundai NEW SANTRO,SPORTZ CNG,Manual,"39,957 km",1st Owner,CNG,DL-12,"9,814/month","5,02,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
492,2016 Maruti Swift,ZXI,Manual,"3,109 km",1st Owner,Petrol,DL-12,"10,381/month","5,31,000","Sector-18, Noida"
493,2015 Honda Amaze,1.2L I-VTEC VX,Manual,"97,135 km",2nd Owner,Petrol,DL-3C,"7,234/month","3,70,000","Vasant Kunj, New Delhi"
494,2016 Maruti Swift,VXI,Manual,"80,664 km",1st Owner,Petrol,UP-78,"7,175/month","3,67,000","Sector-18, Noida"
495,2014 Honda Brio,S MT,Manual,"99,665 km",1st Owner,Petrol,HR-51,"6,002/month","3,07,000","Metro Walk, Rohini, New Delhi"
496,2016 Maruti Swift Dzire,ZDI,Manual,"73,201 km",1st Owner,Diesel,HR-36,"10,538/month","5,39,000","Spaze Platinum, Sohna Road, Gurugram"
497,2017 Hyundai Grand i10,SPORTZ (O) AT 1.2 KAPPA VTVT,Automatic,"33,077 km",1st Owner,Petrol,DL-8C,"11,574/month","5,92,000","M3M Urbana, Golf Course Extension, Gurugram"
498,2021 Maruti Celerio,ZXI PLUS,Manual,"10,723 km",1st Owner,Petrol,UP-63,"11,632/month","5,95,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
499,2019 Ford Ecosport,TITANIUM 1.5L SIGNATURE EDITION (SUNROOF) PETROL,Manual,"21,228 km",1st Owner,Petrol,UP-16,"17,549/month","9,22,000","Sector-18, Noida"
500,2016 Hyundai Elite i20,MAGNA 1.4 AT,Automatic,"60,937 km",1st Owner,Petrol,UP-16,"12,629/month","6,46,000","GIP Mall, Noida"
501,2016 Honda Jazz,1.2L I-VTEC V,Manual,"52,004 km",1st Owner,Petrol,DL-4C,"8,719/month","4,46,000","GIP Mall, Noida"
502,2014 Ford Ecosport,TREND 1.5L PETROL,Manual,"50,432 km",1st Owner,Petrol,DL-12,"8,856/month","4,53,000","Sector-18, Noida"
503,2018 Renault Duster,110 PS RXZ 4X2 AMT DIESEL,Automatic,"75,114 km",2nd Owner,Diesel,HR-26,"13,509/month","6,91,000","Parsvnath City Mall, Faridabad"
504,2017 Honda WR-V,1.2L I-VTEC VX MT,Manual,"87,581 km",1st Owner,Petrol,DL-3C,"12,473/month","6,38,000","Vasant Kunj, New Delhi"
505,2016 Maruti Ciaz,VXI,Manual,"60,351 km",1st Owner,Petrol,UP-16,"9,795/month","5,01,000","Sector-18, Noida"
506,2018 Mahindra XUV500,W5 FWD,Manual,"75,908 km",1st Owner,Diesel,UP-14,"17,511/month","9,20,000","Sector-18, Noida"
507,2015 Honda Amaze,1.2L I-VTEC S,Manual,"63,839 km",2nd Owner,CNG,HR-26,"7,937/month","4,06,000","Metro Walk, Rohini, New Delhi"
508,2018 Maruti Ciaz,DELTA 1.5 SHVS MT PETROL,Manual,"69,039 km",2nd Owner,Petrol,HR-29,"12,493/month","6,39,000","Metro Walk, Rohini, New Delhi"
509,2011 Toyota Etios,VX,Manual,"92,279 km",1st Owner,Petrol,DL-12,"4,066/month","2,08,000","Vasant Kunj, New Delhi"
510,2018 Renault Kwid,RXT 0.8,Manual,"22,812 km",2nd Owner,Petrol,HR-06,"6,119/month","3,13,000","M3M Urbana, Golf Course Extension, Gurugram"
511,2018 Honda Jazz,1.2L I-VTEC V CVT,Automatic,"21,319 km",1st Owner,Petrol,DL-10,"13,744/month","7,03,000","Vasant Kunj, New Delhi"
512,2012 Hyundai i10,MAGNA 1.2,Manual,"54,346 km",2nd Owner,Petrol,HR-10,"4,848/month","2,48,000","Spaze Platinum, Sohna Road, Gurugram"
513,2017 Honda City,1.5L I-VTEC ZX CVT,Automatic,"58,193 km",1st Owner,Petrol,UP-16,"17,949/month","9,43,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
514,2019 Maruti New Wagon-R,ZXI 1.2,Manual,"29,548 km",1st Owner,Petrol,HR-51,"9,736/month","4,98,000","Parsvnath City Mall, Faridabad"
515,2021 Datsun Redi Go,A,Manual,"16,976 km",1st Owner,Petrol,DL-3C,"6,452/month","3,30,000","Sector-18, Noida"
516,2014 Maruti Swift Dzire,VXI,Manual,"48,522 km",2nd Owner,Petrol,DL-9C,"7,058/month","3,61,000","Sector-18, Noida"
517,2016 Honda City,1.5L I-VTEC SV CVT,Automatic,"63,915 km",1st Owner,Petrol,HR-26,"13,060/month","6,68,000","Sector-18, Noida"
518,2017 Honda City,1.5L I-VTEC VX CVT,Automatic,"1,02,713 km",1st Owner,Petrol,UP-16,"14,975/month","7,66,000","Sector-18, Noida"
519,2021 Tata Tiago,XE 1.2 REVOTRON,Manual,"19,811 km",1st Owner,Petrol,HR-51,"10,186/month","5,21,000","Sector-18, Noida"
520,2015 Hyundai Elite i20,MAGNA 1.2,Manual,"69,458 km",1st Owner,Petrol,DL-10,"8,563/month","4,38,000","Vasant Kunj, New Delhi"
521,2018 Maruti Wagon R 1.0,LXI CNG,Manual,"78,642 km",1st Owner,CNG,HR-51,"7,840/month","4,01,000","Vasant Kunj, New Delhi"
522,2019 Honda Amaze,1.2L I-VTEC V,Manual,"67,773 km",1st Owner,CNG,HR-36,"12,512/month","6,40,000","Spaze Platinum, Sohna Road, Gurugram"
523,2017 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"15,238 km",1st Owner,Petrol,DL-4C,"8,661/month","4,43,000","GIP Mall, Noida"
524,2021 Renault Kwid,RXT 1.0 (O),Manual,"31,433 km",1st Owner,Petrol,HR-26,"7,664/month","3,92,000","Sector-18, Noida"
525,2018 Maruti IGNIS,ALPHA 1.2,Manual,"1,23,617 km",1st Owner,Petrol,UP-80,"8,133/month","4,16,000","GIP Mall, Noida"
526,2019 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"50,414 km",2nd Owner,CNG,DL-9C,"9,697/month","4,96,000","Sector-18, Noida"
527,2017 Maruti Swift,LXI (O),Manual,"6,746 km",1st Owner,Petrol,DL-6C,"9,189/month","4,70,000","Vasant Kunj, New Delhi"
528,2021 Nissan MAGNITE,XV MT,Manual,"14,740 km",1st Owner,Petrol,UP-16,"14,135/month","7,23,000","GIP Mall, Noida"
529,2019 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"17,925 km",1st Owner,Petrol,HR-26,"9,580/month","4,90,000","Parsvnath City Mall, Faridabad"
530,2013 Honda Brio,E MT,Manual,"21,682 km",2nd Owner,Petrol,UP-16,"5,259/month","2,69,000","Sector-18, Noida"
531,2014 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"55,061 km",2nd Owner,Petrol,DL-12,"6,303/month","3,22,400","Metro Walk, Rohini, New Delhi"
532,2018 Maruti Swift,ZXI PLUS,Manual,"66,688 km",2nd Owner,Petrol,HR-26,"11,300/month","5,78,000","Parsvnath City Mall, Faridabad"
533,2018 Hyundai Verna,1.6 VTVT SX (O) AT,Automatic,"33,112 km",1st Owner,Petrol,UP-32,"18,825/month","9,89,000","GIP Mall, Noida"
534,2018 Tata Tiago,XE PETROL,Manual,"33,709 km",2nd Owner,Petrol,UP-16,"8,113/month","4,15,000","GIP Mall, Noida"
535,2019 Maruti Dzire,VDI,Manual,"84,217 km",1st Owner,Diesel,HR-36,"12,981/month","6,64,000","Metro Walk, Rohini, New Delhi"
536,2015 Toyota Etios,G,Manual,"63,852 km",1st Owner,Petrol,DL-3C,"8,426/month","4,31,000","Metro Walk, Rohini, New Delhi"
537,2015 Honda Jazz,1.2L I-VTEC V AT,Automatic,"53,058 km",1st Owner,Petrol,DL-3C,"9,169/month","4,69,000","GIP Mall, Noida"
538,2015 Maruti Alto K10,VXI AMT,Automatic,"17,314 km",2nd Owner,Petrol,DL-9C,"6,569/month","3,36,000","Sector-18, Noida"
539,2019 Hyundai Creta,SX 1.6 PETROL,Manual,"15,589 km",1st Owner,Petrol,DL-12,"19,320/month","10,15,000","Vasant Kunj, New Delhi"
540,2015 Hyundai Elite i20,MAGNA 1.2,Manual,"41,664 km",1st Owner,Petrol,DL-11,"8,583/month","4,39,000","Metro Walk, Rohini, New Delhi"
541,2015 Maruti Swift,LXI (O),Manual,"82,959 km",1st Owner,Petrol,DL-9C,"6,667/month","3,41,000","Metro Walk, Rohini, New Delhi"
542,2019 Renault Kwid,RXT 0.8 (O),Manual,"24,795 km",2nd Owner,Petrol,DL-8C,"6,100/month","3,12,000","Sector-18, Noida"
543,2017 Maruti Ciaz,SHVS VDI,Manual,"60,895 km",1st Owner,Diesel,HR-51,"10,694/month","5,47,000","Parsvnath City Mall, Faridabad"
544,2015 Honda CRV,2.0L I-VTEC 2WD AT,Automatic,"1,07,434 km",1st Owner,Petrol,UP-14,"17,321/month","9,10,000","GIP Mall, Noida"
545,2018 Maruti Swift,VXI,Manual,"57,941 km",1st Owner,Petrol,DL-8C,"10,538/month","5,39,000","Sector-18, Noida"
546,2017 Maruti Ciaz,ALPHA  AT 1.4  PETROL,Automatic,"1,20,295 km",2nd Owner,CNG,HR-72,"11,847/month","6,06,000","Spaze Platinum, Sohna Road, Gurugram"
547,2017 Maruti Swift,LXI (O),Manual,"6,795 km",1st Owner,Petrol,DL-6C,"9,189/month","4,70,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
548,2020 Skoda Rapid,STYLE TSI,Manual,"1,13,946 km",1st Owner,Petrol,HR-26,"17,664/month","9,28,000","M3M Urbana, Golf Course Extension, Gurugram"
549,2011 Hyundai i20,SPORTZ (O) 1.2,Manual,"93,658 km",2nd Owner,Petrol,DL-4C,"3,930/month","2,01,000","Spaze Platinum, Sohna Road, Gurugram"
550,2016 Hyundai Elite i20,SPORTZ 1.2,Manual,"35,401 km",1st Owner,Petrol,DL-8C,"10,772/month","5,51,000","GIP Mall, Noida"
551,2015 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"90,358 km",1st Owner,Petrol,DL-7C,"7,370/month","3,77,000","Metro Walk, Rohini, New Delhi"
552,2010 Maruti Swift,VXI D,Manual,"49,115 km",1st Owner,Petrol,DL-2C,"3,734/month","1,91,000","Parsvnath City Mall, Faridabad"
553,2018 Honda Amaze,1.2L I-VTEC S OPT,Manual,"32,463 km",2nd Owner,Petrol,DL-10,"9,462/month","4,84,000","Parsvnath City Mall, Faridabad"
554,2016 Maruti Celerio,ZXI AMT,Automatic,"47,465 km",1st Owner,Petrol,DL-6C,"7,664/month","3,92,000","Metro Walk, Rohini, New Delhi"
555,2021 Skoda Rapid,MONTE CARLO TSI,Manual,"43,210 km",2nd Owner,Petrol,DL-10,"20,899/month","10,98,000","Vasant Kunj, New Delhi"
556,2017 Ford Ecosport,TITANIUM 1.5L PETROL,Manual,"62,303 km",2nd Owner,Petrol,DL-2C,"12,023/month","6,15,000","Sector-18, Noida"
557,2013 Maruti Swift Dzire,VXI,Manual,"86,391 km",1st Owner,Petrol,DL-9C,"6,471/month","3,31,000","Parsvnath City Mall, Faridabad"
558,2012 Maruti Ritz,LXI,Manual,"58,861 km",1st Owner,Petrol,DL-4C,"4,184/month","2,14,000","Metro Walk, Rohini, New Delhi"
559,2017 Ford Ecosport,TITANIUM 1.5L DIESEL,Manual,"48,692 km",1st Owner,Diesel,UP-80,"11,417/month","5,84,000","Sector-18, Noida"
560,2016 Honda City,1.5L I-VTEC VX,Manual,"71,321 km",2nd Owner,Petrol,HR-26,"12,786/month","6,54,000","Metro Walk, Rohini, New Delhi"
561,2015 Honda City,1.5L I-VTEC SV CVT,Automatic,"85,501 km",1st Owner,Petrol,DL-3C,"11,417/month","5,84,000","Vasant Kunj, New Delhi"
562,2016 Hyundai Elite i20,SPORTZ 1.2,Manual,"35,690 km",2nd Owner,Petrol,DL-9C,"9,677/month","4,95,000","GIP Mall, Noida"
563,2017 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"42,006 km",2nd Owner,CNG,DL-11,"9,052/month","4,63,000","Metro Walk, Rohini, New Delhi"
564,2020 Maruti S Cross,ALPHA 1.5,Manual,"5,574 km",1st Owner,Petrol,UP-14,"19,434/month","10,21,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
565,2014 Maruti Swift Dzire,LXI,Manual,"63,308 km",1st Owner,Petrol,DL-6C,"7,429/month","3,80,000","M3M Urbana, Golf Course Extension, Gurugram"
566,2016 Maruti Alto 800,LXI,Manual,"34,615 km",1st Owner,Petrol,HR-30,"4,927/month","2,52,000","Metro Walk, Rohini, New Delhi"
567,2018 Datsun Go,A,Manual,"16,604 km",1st Owner,Petrol,DL-8C,"7,937/month","4,06,000","Sector-18, Noida"
568,2014 Maruti Ciaz,VXI+AT,Automatic,"97,770 km",1st Owner,Petrol,HR-26,"9,990/month","5,11,000","Parsvnath City Mall, Faridabad"
569,2011 Hyundai i10,SPORTZ 1.2,Manual,"62,026 km",2nd Owner,Petrol,UP-80,"3,265/month","1,67,000","Sector-18, Noida"
570,2020 Hyundai NEW SANTRO,SPORTZ CNG,Manual,"56,867 km",1st Owner,CNG,HR-13,"9,736/month","4,98,000","Spaze Platinum, Sohna Road, Gurugram"
571,2017 Hyundai Grand i10,ASTA 1.2 KAPPA VTVT,Manual,"27,362 km",1st Owner,Petrol,DL-8C,"10,420/month","5,33,000","Metro Walk, Rohini, New Delhi"
572,2014 Maruti Swift Dzire,VDI,Manual,"35,946 km",1st Owner,Diesel,HR-36,"7,996/month","4,09,000","Parsvnath City Mall, Faridabad"
573,2017 Maruti Baleno,DELTA PETROL 1.2,Manual,"65,537 km",1st Owner,Petrol,HR-51,"10,049/month","5,14,000","M3M Urbana, Golf Course Extension, Gurugram"
574,2019 Honda Amaze,1.2L I-VTEC S,Manual,"17,270 km",1st Owner,Petrol,DL-10,"12,395/month","6,34,000","Metro Walk, Rohini, New Delhi"
575,2013 Maruti Swift Dzire,VXI,Manual,"78,853 km",1st Owner,Petrol,DL-8C,"6,882/month","3,52,000","Vasant Kunj, New Delhi"
576,2018 Mahindra TUV300,T10 AMT DUAL TONE,Automatic,"47,414 km",1st Owner,Diesel,DL-7C,"14,467/month","7,40,000","Metro Walk, Rohini, New Delhi"
577,2015 Hyundai Verna,FLUIDIC 4S 1.6 VTVT S(O),Manual,"47,960 km",1st Owner,Petrol,DL-8C,"11,984/month","6,13,000","Metro Walk, Rohini, New Delhi"
578,2021 Renault Kwid,RXL 1.0 AMT,Automatic,"9,263 km",1st Owner,Petrol,HR-36,"9,032/month","4,62,000","M3M Urbana, Golf Course Extension, Gurugram"
579,2019 Renault Duster,110 PS RXZ 4X4 MT DIESEL,Manual,"1,00,579 km",2nd Owner,Diesel,DL-7C,"14,311/month","7,32,000","Sector-18, Noida"
580,2018 Maruti Baleno,ALPHA DIESEL 1.3,Manual,"89,202 km",2nd Owner,Diesel,HR-51,"11,945/month","6,11,000","Vasant Kunj, New Delhi"
581,2022 Maruti S PRESSO,VXI+,Manual,"7,870 km",1st Owner,Petrol,HR-51,"9,501/month","4,86,000","M3M Urbana, Golf Course Extension, Gurugram"
582,2021 Tata Tiago,XT PETROL,Manual,"13,447 km",2nd Owner,Petrol,HR-20,"10,498/month","5,37,000","Parsvnath City Mall, Faridabad"
583,2017 Maruti Celerio,VXI d,Manual,"56,513 km",2nd Owner,Petrol,DL-8C,"7,214/month","3,69,000","Sector-18, Noida"
584,2017 Honda Amaze,1.2L I-VTEC S,Manual,"49,820 km",2nd Owner,Petrol,DL-10,"8,661/month","4,43,000","Sector-18, Noida"
585,2013 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"76,950 km",1st Owner,Petrol,UP-14,"6,061/month","3,10,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
586,2013 Honda City,S MT PETROL,Manual,"38,002 km",1st Owner,Petrol,UP-14,"9,110/month","4,66,000","Sector-18, Noida"
587,2017 Maruti Ciaz,DELTA 1.4 AT PETROL,Automatic,"65,549 km",1st Owner,Petrol,DL-9C,"12,532/month","6,41,000","Sector-18, Noida"
588,2017 Hyundai Elite i20,ASTA 1.2,Manual,"20,448 km",1st Owner,Petrol,DL-12,"12,082/month","6,18,000","Spaze Platinum, Sohna Road, Gurugram"
589,2021 Hyundai NEW I20 N LINE,N8 1.0 TURBO GDI IMT,Manual,"39,502 km",1st Owner,Petrol,HR-98,"17,987/month","9,45,000","Metro Walk, Rohini, New Delhi"
590,2018 Honda City,1.5L I-VTEC S MT,Manual,"21,452 km",1st Owner,Petrol,UP-14,"15,054/month","7,70,000","Sector-18, Noida"
591,2010 Toyota Corolla Altis,G PETROL,Manual,"69,700 km",2nd Owner,Petrol,DL-7C,"4,653/month","2,38,000","Sector-18, Noida"
592,2013 Hyundai i20,MAGNA (O) 1.2,Manual,"94,424 km",1st Owner,Petrol,DL-12,"5,806/month","2,97,000","M3M Urbana, Golf Course Extension, Gurugram"
593,2018 Toyota Corolla Altis,G DIESEL,Manual,"1,01,720 km",1st Owner,Diesel,HR-26,"19,015/month","9,99,000","Sector-18, Noida"
594,2018 Hyundai Xcent,S 1.2,Manual,"12,896 km",1st Owner,Petrol,HR-51,"10,107/month","5,17,000","Parsvnath City Mall, Faridabad"
595,2021 Maruti New Wagon-R,VXI 1.2,Manual,"18,543 km",1st Owner,Petrol,HR-20,"10,577/month","5,41,000","M3M Urbana, Golf Course Extension, Gurugram"
596,2019 Honda WR-V,1.2L I-VTEC S ALIVE EDITION,Manual,"68,714 km",1st Owner,Petrol,UP-14,"13,118/month","6,71,000","Sector-18, Noida"
597,2018 Maruti IGNIS,DELTA 1.2 AMT,Automatic,"49,158 km",2nd Owner,Petrol,HR-26,"9,423/month","4,82,000","Parsvnath City Mall, Faridabad"
598,2018 Maruti Alto K10,VXI,Manual,"66,286 km",1st Owner,Petrol,DL-14,"5,982/month","3,06,000","Sector-18, Noida"
599,2011 Toyota Corolla Altis,1.8 G,Manual,"67,066 km",2nd Owner,Petrol,DL-12,"7,312/month","3,74,000","Metro Walk, Rohini, New Delhi"
600,2016 Ford Ecosport,AMBIENTE 1.5L PETROL,Manual,"32,873 km",1st Owner,Petrol,DL-8C,"10,068/month","5,15,000","Metro Walk, Rohini, New Delhi"
601,2019 Tata Tiago,XZA PETROL,Automatic,"53,799 km",1st Owner,Petrol,HR-26,"9,697/month","4,96,000","Metro Walk, Rohini, New Delhi"
602,2020 Maruti Swift,LXI,Manual,"44,817 km",2nd Owner,Petrol,HR-36,"10,616/month","5,43,000","Metro Walk, Rohini, New Delhi"
603,2018 Maruti Swift,ZXI AMT,Automatic,"1,11,670 km",1st Owner,Petrol,UP-85,"10,518/month","5,38,000","Sewa Nagar
"
604,2020 Maruti IGNIS,ZETA 1.2,Manual,"19,418 km",1st Owner,Petrol,DL-2C,"11,613/month","5,94,000","Sector-18, Noida"
605,2012 Hyundai i10,MAGNA 1.2,Manual,"63,556 km",1st Owner,Petrol,DL-7C,"4,555/month","2,33,000","M3M Urbana, Golf Course Extension, Gurugram"
606,2021 Maruti Celerio,VXI,Manual,"9,647 km",1st Owner,Petrol,DL-3C,"9,443/month","4,83,000","Metro Walk, Rohini, New Delhi"
607,2013 Honda Brio,S MT,Manual,"76,756 km",2nd Owner,Petrol,DL-3C,"4,790/month","2,45,000","GIP Mall, Noida"
608,2010 Volkswagen Vento,COMFORTLINE 1.6,Manual,"74,369 km",1st Owner,Petrol,DL-3C,"5,161/month","2,64,000","Vasant Kunj, New Delhi"
609,2016 Hyundai Elite i20,MAGNA 1.2,Manual,"95,566 km",1st Owner,Petrol,UP-13,"9,736/month","4,98,000","Sector-18, Noida"
610,2017 Renault Duster,RXL PETROL,Manual,"59,407 km",2nd Owner,Petrol,DL-4C,"12,238/month","6,26,000","GIP Mall, Noida"
611,2018 Maruti Dzire,LXI,Manual,"48,162 km",1st Owner,Petrol,HR-51,"10,635/month","5,44,000","Sector-18, Noida"
612,2018 Honda City,1.5L I-VTE V CVT,Automatic,"31,071 km",1st Owner,Petrol,HR-51,"16,940/month","8,90,000","M3M Urbana, Golf Course Extension, Gurugram"
613,2018 Ford Ecosport,TITANIUM 1.5L PETROL,Manual,"71,478 km",2nd Owner,CNG,DL-11,"13,587/month","6,95,000","Sector-18, Noida"
614,2019 Maruti Vitara Brezza,VDI,Manual,"61,307 km",1st Owner,Diesel,HR-30,"14,487/month","7,41,000","M3M Urbana, Golf Course Extension, Gurugram"
