,Car Title,Car Model,Car Transmission,Car km,Car Owner,Car Fuel type,Car Registration,Car price per month,Car Price,Car Location
161,2016 Maruti Ciaz,ZXI,Manual,"55,437 km",2nd Owner,Petrol,KA-03,"12,766/month","6,53,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
162,2020 Hyundai VENUE,SX 1.0 TURBO,Manual,"46,640 km",2nd Owner,Petrol,KA-05,"17,702/month","9,30,000","Garuda Mall, Magrath Road, Bengaluru"
163,2018 Ford FREESTYLE,TREND 1.5 DIESEL,Manual,"87,777 km",2nd Owner,Diesel,KA-03,"11,007/month","5,63,000","Bellahalli, Bengaluru"
164,2016 Hyundai Elite i20,ASTA 1.2,Manual,"90,213 km",2nd Owner,Petrol,KA-05,"11,280/month","5,77,000","Horamavu Agara Road, Bengaluru"
165,2017 Tata TIGOR,XZ (O) PETROL,Manual,"18,160 km",1st Owner,Petrol,KA-53,"10,674/month","5,46,000","Hosur Road, Singasandra, Bengaluru"
166,2017 Renault Kwid,RXT 0.8,Manual,"56,637 km",1st Owner,Petrol,KA-08,"6,764/month","3,46,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
167,2016 Hyundai Eon,MAGNA + AIRBAG,Manual,"8,187 km",2nd Owner,Petrol,KA-41,"6,882/month","3,52,000","Bellahalli, Bengaluru"
168,2020 Renault Duster,RXZ 1.5 PETROL MT,Manual,"20,600 km",2nd Owner,Petrol,KA-03,"18,330/month","9,63,000","Hosur Road, Singasandra, Bengaluru"
169,2020 Maruti Dzire,ZXI,Manual,"48,492 km",1st Owner,Petrol,KA-09,"14,780/month","7,56,000","GT World Mall, Bengaluru"
170,2018 Ford FREESTYLE,TITANIUM 1.2 PETROL,Manual,"59,112 km",1st Owner,Petrol,KA-03,"12,023/month","6,15,000","Hosur Road, Singasandra, Bengaluru"
171,2020 Hyundai VENUE,SX (O) 1.5 CRDI,Manual,"65,976 km",2nd Owner,Diesel,KA-17,"19,738/month","10,37,000","Garuda Mall, Magrath Road, Bengaluru"
172,2016 Maruti Swift,VXI O,Manual,"41,107 km",1st Owner,Petrol,KA-07,"10,518/month","5,38,000","Horamavu Agara Road, Bengaluru"
173,2017 Honda WR-V,1.2L I-VTEC S MT,Manual,"34,636 km",1st Owner,Petrol,KA-01,"13,568/month","6,94,000","Garuda Mall, Magrath Road, Bengaluru"
174,2017 Maruti Wagon R 1.0,VXI,Manual,"15,993 km",1st Owner,Petrol,KA-04,"8,661/month","4,43,000","Sonnappanahalli
"
175,2016 Maruti Baleno,DELTA CVT PETROL 1.2,Automatic,"63,328 km",1st Owner,Petrol,KA-01,"11,202/month","5,73,000","Bellahalli, Bengaluru"
176,2016 Maruti Alto 800,LXI,Manual,"44,110 km",2nd Owner,Petrol,KA-04,"5,826/month","2,98,000","Bellahalli, Bengaluru"
177,2013 Honda City,1.5L I-VTEC V MT,Manual,"49,873 km",1st Owner,Petrol,KA-05,"10,616/month","5,43,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
178,2013 Maruti Ertiga,VDI,Manual,"88,808 km",2nd Owner,Diesel,KA-01,"11,984/month","6,13,000","Sonnappanahalli
"
179,2016 Hyundai Elite i20,ASTA 1.2 (O),Manual,"84,407 km",2nd Owner,Petrol,KA-05,"11,926/month","6,10,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
180,2017 Skoda Rapid,AMBITION 1.6 MPI MT,Manual,"36,024 km",1st Owner,Petrol,KA-03,"13,939/month","7,13,000","Bellahalli, Bengaluru"
181,2016 Honda Amaze,1.2L I-VTEC VX,Manual,"46,099 km",1st Owner,Petrol,KA-04,"10,498/month","5,37,000","Bellahalli, Bengaluru"
182,2016 Volkswagen Ameo,TRENDLINE 1.2L,Manual,"94,548 km",2nd Owner,Petrol,KA-03,"8,270/month","4,23,000","Bellahalli, Bengaluru"
183,2014 Hyundai Eon,MAGNA +,Manual,"29,940 km",1st Owner,Petrol,KA-03,"6,021/month","3,08,000","Sonnappanahalli
"
184,2017 Volkswagen Ameo,HIGHLINE1.2L,Manual,"59,897 km",1st Owner,Petrol,KA-05,"10,870/month","5,56,000","Sonnappanahalli
"
185,2018 Tata TIGOR,XZ PLUS PETROL,Manual,"39,682 km",2nd Owner,Petrol,KA-04,"11,691/month","5,98,000","GT World Mall, Bengaluru"
186,2019 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"27,227 km",2nd Owner,Petrol,KA-04,"10,694/month","5,47,000","Bellahalli, Bengaluru"
187,2021 Nissan MAGNITE,XV TURBO,Manual,"13,948 km",1st Owner,Petrol,KA-09,"15,551/month","8,17,000","Garuda Mall, Magrath Road, Bengaluru"
188,2014 Maruti Swift,VXI,Manual,"45,246 km",1st Owner,Petrol,KA-03,"9,443/month","4,83,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
189,2016 Hyundai i10,MAGNA 1.1,Manual,"42,444 km",1st Owner,Petrol,KA-51,"7,644/month","3,91,000","Bellahalli, Bengaluru"
190,2020 Hyundai GRAND I10 NIOS,MAGNA 1.2 KAPPA VTVT,Manual,"29,618 km",1st Owner,Petrol,KA-05,"12,082/month","6,18,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
191,2022 Nissan MAGNITE,XV PREMIUM,Manual,"18,809 km",2nd Owner,Petrol,KA-03,"16,065/month","8,44,000","Garuda Mall, Magrath Road, Bengaluru"
192,2016 Hyundai i10,MAGNA 1.1,Manual,"35,851 km",1st Owner,Petrol,KA-42,"7,742/month","3,96,000","Bellahalli, Bengaluru"
193,2018 Maruti Ciaz,ALPHA 1.5 SHVS PETROL,Manual,"34,761 km",1st Owner,Petrol,KA-53,"15,210/month","7,78,000","GT World Mall, Bengaluru"
194,2018 Maruti IGNIS,SIGMA 1.2,Manual,"35,050 km",1st Owner,Petrol,KA-19,"9,677/month","4,95,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
195,2014 Maruti Celerio,VXI,Manual,"54,848 km",1st Owner,Petrol,KA-05,"7,722/month","3,95,000","Hosur Road, Singasandra, Bengaluru"
196,2019 Hyundai NEW SANTRO,MAGNA,Manual,"29,390 km",1st Owner,Petrol,KA-03,"9,247/month","4,73,000","Bellahalli, Bengaluru"
197,2018 Honda City,V MT PETROL,Manual,"49,423 km",1st Owner,Petrol,KA-02,"15,621/month","7,99,000","Bellahalli, Bengaluru"
198,2014 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"38,783 km",1st Owner,Petrol,KA-03,"8,661/month","4,43,000","Bellahalli, Bengaluru"
199,2018 Maruti Alto K10,VXI,Manual,"89,919 km",1st Owner,Petrol,KA-04,"6,002/month","3,07,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
200,2018 Tata Tiago,XZ PETROL,Manual,"38,272 km",2nd Owner,Petrol,KA-51,"9,736/month","4,98,000","Bellahalli, Bengaluru"
201,2015 Maruti Swift,VXI,Manual,"59,296 km",1st Owner,Petrol,MP-04,"9,580/month","4,90,000","Hosur Road, Singasandra, Bengaluru"
202,2016 Honda Jazz,1.2L I-VTEC V,Manual,"47,077 km",1st Owner,Petrol,KA-51,"10,929/month","5,59,000","Bellahalli, Bengaluru"
203,2020 KIA SONET,HTX PLUS 1.5,Manual,"65,561 km",1st Owner,Diesel,KA-04,"21,071/month","11,07,000","GT World Mall, Bengaluru"
204,2012 Renault Pulse,RXL DIESEL,Manual,"96,796 km",1st Owner,Diesel,KA-05,"6,217/month","3,18,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
205,2017 Hyundai Elite i20,ASTA 1.2,Manual,"29,591 km",1st Owner,Petrol,KA-41,"13,411/month","6,86,000","GT World Mall, Bengaluru"
206,2020 Renault Duster,RXZ 1.3 TURBO PETROL MT,Manual,"49,139 km",1st Owner,Petrol,KA-59,"17,416/month","9,15,000","Garuda Mall, Magrath Road, Bengaluru"
207,2016 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"88,200 km",2nd Owner,Petrol,KA-03,"8,035/month","4,11,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
208,2014 Maruti Swift,VXI,Manual,"71,336 km",1st Owner,Petrol,KA-05,"8,485/month","4,34,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
209,2017 Hyundai Elite i20,ASTA 1.2,Manual,"26,195 km",1st Owner,Petrol,KA-04,"13,099/month","6,70,000","Horamavu Agara Road, Bengaluru"
210,2016 Hyundai Verna,FLUIDIC 4S 1.6 VTVT S,Manual,"62,598 km",1st Owner,Petrol,KA-04,"13,802/month","7,06,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
211,2016 Volkswagen Vento,HIGHLINE PETROL AT,Automatic,"80,842 km",1st Owner,Petrol,KA-04,"15,437/month","8,11,000","Bellahalli, Bengaluru"
212,2021 Renault Kwid,NEOTECH RXL 1.0 AMT,Automatic,"14,365 km",2nd Owner,Petrol,KA-59,"9,951/month","5,09,000","GT World Mall, Bengaluru"
213,2018 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT DUAL TONE,Manual,"24,678 km",1st Owner,Petrol,KA-03,"11,202/month","5,73,000","Bellahalli, Bengaluru"
214,2019 Maruti Celerio,VXI,Manual,"9,067 km",2nd Owner,Petrol,KA-25,"9,443/month","4,83,000","Bellahalli, Bengaluru"
215,2017 Honda Brio,VX AT,Automatic,"39,220 km",1st Owner,Petrol,KA-03,"10,498/month","5,37,000","GT World Mall, Bengaluru"
216,2021 Hyundai NEW I20,ASTA 1.0 GDI TURBO DCT,Automatic,"40,429 km",2nd Owner,Petrol,KA-16,"18,653/month","9,80,000","Bellahalli, Bengaluru"
217,2020 Hyundai GRAND I10 NIOS,ASTA AMT 1.2 KAPPA VTVT,Automatic,"22,234 km",2nd Owner,Petrol,KA-36,"14,076/month","7,20,000","Bellahalli, Bengaluru"
218,2018 Ford FREESTYLE,TITANIUM 1.2 PETROL,Manual,"62,700 km",2nd Owner,Petrol,KA-51,"10,420/month","5,33,000","Hosur Road, Singasandra, Bengaluru"
219,2021 Datsun Redi Go,A,Manual,"11,700 km",1st Owner,Petrol,KA-63,"7,820/month","4,00,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
220,2019 Hyundai Elite i20,ASTA (O) CVT,Automatic,"30,407 km",1st Owner,Petrol,KA-05,"15,425/month","7,89,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
221,2020 KIA SELTOS,HTK PLUS 1.5 DIESEL,Manual,"11,840 km",2nd Owner,Diesel,KA-51,"25,867/month","13,59,000","Garuda Mall, Magrath Road, Bengaluru"
222,2018 Ford FREESTYLE,TITANIUM 1.2 PETROL,Manual,"38,995 km",3rd Owner,Petrol,KA-01,"11,144/month","5,70,000","Bellahalli, Bengaluru"
223,2014 Hyundai i10,ERA 1.1,Manual,"48,978 km",1st Owner,Petrol,KA-42,"6,745/month","3,45,000","Bellahalli, Bengaluru"
224,2015 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"60,197 km",2nd Owner,Petrol,KA-51,"8,172/month","4,18,000","Bellahalli, Bengaluru"
225,2017 Renault Kwid,RXL 1.0,Manual,"24,810 km",2nd Owner,Petrol,KA-05,"6,999/month","3,58,000","Horamavu Agara Road, Bengaluru"
226,2015 Maruti Swift,VXI,Manual,"63,231 km",2nd Owner,Petrol,KA-01,"9,521/month","4,87,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
227,2015 Hyundai Grand i10,ASTA AT 1.2 KAPPA VTVT,Automatic,"81,868 km",2nd Owner,Petrol,KA-05,"8,700/month","4,45,000","Hosur Road, Singasandra, Bengaluru"
228,2020 Hyundai GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,Manual,"28,593 km",1st Owner,Petrol,KA-19,"12,669/month","6,48,000","Bellahalli, Bengaluru"
229,2018 Maruti Celerio X,ZXI AMT,Automatic,"42,174 km",1st Owner,Petrol,KA-51,"10,088/month","5,16,000","Bellahalli, Bengaluru"
230,2016 Honda Jazz,1.2L I-VTEC V,Manual,"77,501 km",3rd Owner,Petrol,KA-02,"10,538/month","5,39,000","Bellahalli, Bengaluru"
231,2014 Hyundai Eon,SPORTZ,Manual,"46,345 km",2nd Owner,Petrol,KA-41,"5,748/month","2,94,000","Bellahalli, Bengaluru"
232,2021 Renault Kwid,RXL 1.0,Manual,"15,512 km",2nd Owner,Petrol,KA-51,"8,798/month","4,50,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
233,2018 Hyundai Elite i20,ASTA 1.2,Manual,"36,043 km",2nd Owner,Petrol,KA-53,"13,548/month","6,93,000","Hosur Road, Singasandra, Bengaluru"
234,2019 Maruti Baleno,ZETA PETROL 1.2,Manual,"34,526 km",1st Owner,Petrol,KA-06,"14,936/month","7,64,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
235,2014 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"96,297 km",1st Owner,Petrol,KA-02,"8,094/month","4,14,000","Horamavu Agara Road, Bengaluru"
236,2017 Hyundai Elite i20,ASTA 1.2,Manual,"51,181 km",1st Owner,Petrol,KA-51,"12,493/month","6,39,000","GT World Mall, Bengaluru"
237,2018 Toyota YARIS,J MT,Manual,"24,612 km",1st Owner,Petrol,KA-04,"13,724/month","7,02,000","Garuda Mall, Magrath Road, Bengaluru"
238,2015 Maruti Celerio,VXI,Manual,"1,22,048 km",2nd Owner,Petrol,KA-50,"7,781/month","3,98,000","GT World Mall, Bengaluru"
239,2014 Hyundai i20,ASTA 1.2,Manual,"66,491 km",2nd Owner,Petrol,KA-03,"9,423/month","4,82,000","Horamavu Agara Road, Bengaluru"
240,2020 KIA SONET,GTX PLUS 1.0 IMT,Manual,"49,053 km",1st Owner,Petrol,KA-19,"20,328/month","10,68,000","Garuda Mall, Magrath Road, Bengaluru"
241,2022 Volkswagen TAIGUN,TOPLINE 1.0 TSI MT,Manual,"5,356 km",1st Owner,Petrol,KA-03,"29,979/month","15,75,000","Garuda Mall, Magrath Road, Bengaluru"
242,2017 Honda City,1.5L I-VTEC V MT,Manual,"54,531 km",1st Owner,Petrol,KA-36,"13,529/month","6,92,000","Horamavu Agara Road, Bengaluru"
243,2016 Honda Amaze,1.2L I-VTEC VX,Manual,"19,356 km",2nd Owner,Petrol,KA-03,"10,440/month","5,34,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
244,2016 Renault Duster,RXS 85 PS,Manual,"73,494 km",2nd Owner,Diesel,KA-05,"14,369/month","7,35,000","Hosur Road, Singasandra, Bengaluru"
245,2013 Hyundai Verna,FLUIDIC 1.6 CRDI SX,Manual,"81,959 km",1st Owner,Diesel,KA-01,"10,538/month","5,39,000","Horamavu Agara Road, Bengaluru"
246,2017 Hyundai Elite i20,ASTA 1.2 (O),Manual,"93,975 km",1st Owner,Petrol,KA-03,"12,493/month","6,39,000","Bellahalli, Bengaluru"
247,2015 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"60,691 km",2nd Owner,Petrol,KA-26,"8,465/month","4,33,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
248,2018 Volkswagen Vento,COMFORTLINE 1.6,Manual,"28,050 km",2nd Owner,Petrol,KA-03,"14,565/month","7,45,000","Bellahalli, Bengaluru"
249,2019 Honda Amaze,1.2L I-VTEC VX,Manual,"29,942 km",2nd Owner,Petrol,KA-51,"14,213/month","7,27,000","Hosur Road, Singasandra, Bengaluru"
250,2019 Hyundai GRAND I10 NIOS,SPORTZ AMT 1.2 KAPPA VTVT,Automatic,"23,415 km",1st Owner,Petrol,KA-51,"13,998/month","7,16,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
251,2017 Hyundai Eon,ERA +,Manual,"79,683 km",1st Owner,Petrol,KA-19,"6,021/month","3,08,000","Bellahalli, Bengaluru"
252,2022 Nissan MAGNITE,XV TURBO,Manual,"11,295 km",1st Owner,Petrol,KA-01,"16,921/month","8,89,000","Garuda Mall, Magrath Road, Bengaluru"
253,2016 Maruti Baleno,DELTA PETROL 1.2,Manual,"50,173 km",1st Owner,Petrol,KA-03,"11,554/month","5,91,000","Bellahalli, Bengaluru"
254,2018 Hyundai Verna,1.6 VTVT SX,Manual,"41,576 km",1st Owner,Petrol,KA-01,"16,388/month","8,61,000","Hosur Road, Singasandra, Bengaluru"
255,2019 Honda WR-V,1.2L I-VTEC VX MT,Manual,"36,876 km",1st Owner,Petrol,KA-53,"15,227/month","8,00,000","Bellahalli, Bengaluru"
256,2012 Maruti A Star,VXI (ABS) AT,Automatic,"86,380 km",2nd Owner,Petrol,KA-03,"5,846/month","2,99,000","Bellahalli, Bengaluru"
257,2013 Maruti Wagon R 1.0,VXI,Manual,"45,198 km",1st Owner,Petrol,KA-04,"6,999/month","3,58,000","Bellahalli, Bengaluru"
258,2015 Maruti Wagon R 1.0,VXI,Manual,"69,581 km",2nd Owner,Petrol,KA-03,"7,116/month","3,64,000","Horamavu Agara Road, Bengaluru"
259,2012 Hyundai i20,SPORTZ 1.2,Manual,"40,296 km",1st Owner,Petrol,KA-05,"8,934/month","4,57,000","Bellahalli, Bengaluru"
260,2019 KIA SELTOS,GTX + AT PETROL,Automatic,"38,093 km",1st Owner,Petrol,KA-51,"29,884/month","15,70,000","Garuda Mall, Magrath Road, Bengaluru"
261,2018 Tata TIGOR,XM PETROL,Manual,"55,652 km",1st Owner,Petrol,KA-25,"9,716/month","4,97,000","Hosur Road, Singasandra, Bengaluru"
262,2014 Maruti Ciaz,ZXI,Manual,"30,967 km",1st Owner,Petrol,KA-03,"12,453/month","6,37,000","Bellahalli, Bengaluru"
263,2021 Hyundai NEW SANTRO,SPORTZ EXECUTIVE MT CNG,Manual,"41,054 km",1st Owner,CNG,KA-51,"11,065/month","5,66,000","Bellahalli, Bengaluru"
264,2017 Hyundai Verna,1.6 VTVT SX,Manual,"33,237 km",2nd Owner,Petrol,KA-05,"15,779/month","8,29,000","Bellahalli, Bengaluru"
265,2015 Hyundai Xcent,SX AT 1.2 (O),Automatic,"77,721 km",1st Owner,Petrol,KA-51,"9,619/month","4,92,000","Bellahalli, Bengaluru"
266,2019 Maruti Alto,VXI,Manual,"3,315 km",2nd Owner,Petrol,KA-51,"7,527/month","3,85,000","Bellahalli, Bengaluru"
267,2018 Honda Amaze,1.2L I-VTEC V CVT,Automatic,"8,732 km",1st Owner,Petrol,KA-55,"15,308/month","7,83,000","GT World Mall, Bengaluru"
268,2015 Hyundai i10,SPORTZ 1.1,Manual,"80,427 km",2nd Owner,Petrol,KA-05,"6,803/month","3,48,000","Horamavu Agara Road, Bengaluru"
269,2012 Honda Brio,S MT,Manual,"57,361 km",1st Owner,Petrol,KA-05,"6,725/month","3,44,000","GT World Mall, Bengaluru"
270,2015 Honda Brio,VX MT,Manual,"76,911 km",2nd Owner,Petrol,KA-02,"7,194/month","3,68,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
271,2018 Maruti Swift,VXI AMT,Automatic,"26,007 km",1st Owner,Petrol,KA-68,"13,138/month","6,72,000","Bellahalli, Bengaluru"
272,2020 Maruti Baleno,DELTA PETROL 1.2,Manual,"27,459 km",1st Owner,Petrol,KA-05,"14,057/month","7,19,000","Bellahalli, Bengaluru"
273,2021 Tata NEXON,XMA PETROL,Automatic,"14,244 km",2nd Owner,Petrol,KA-05,"17,245/month","9,06,000","Garuda Mall, Magrath Road, Bengaluru"
274,2020 Maruti IGNIS,ZETA 1.2,Manual,"46,001 km",2nd Owner,Petrol,KA-51,"10,753/month","5,50,000","Bellahalli, Bengaluru"
275,2017 Hyundai Grand i10,SPORTZ (O) 1.2 KAPPA VTVT,Manual,"35,886 km",1st Owner,Petrol,KA-51,"10,577/month","5,41,000","Hosur Road, Singasandra, Bengaluru"
276,2016 Honda BR-V,1.5L I-VTEC V CVT,Automatic,"79,061 km",2nd Owner,Petrol,KA-03,"15,621/month","7,99,000","Hosur Road, Singasandra, Bengaluru"
277,2018 Ford Ecosport,TITANIUM 1.5L PETROL,Manual,"35,443 km",2nd Owner,Petrol,TN-39,"14,057/month","7,19,000","Bellahalli, Bengaluru"
278,2017 Renault Kwid,RXT 0.8,Manual,"16,808 km",1st Owner,Petrol,KA-51,"7,546/month","3,86,000","GT World Mall, Bengaluru"
279,2020 Renault Kwid,CLIMBER 1.0 (O),Manual,"43,285 km",3rd Owner,Petrol,KA-16,"8,641/month","4,42,000","Horamavu Agara Road, Bengaluru"
280,2018 Honda WR-V,1.2L I-VTEC S MT,Manual,"49,538 km",1st Owner,Petrol,KA-19,"13,822/month","7,07,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
281,2016 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"69,819 km",1st Owner,Petrol,KA-51,"9,052/month","4,63,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
282,2017 Maruti Baleno,DELTA CVT PETROL 1.2,Automatic,"38,218 km",2nd Owner,Petrol,KA-35,"11,887/month","6,08,000","Bellahalli, Bengaluru"
283,2021 Tata NEXON,XZA PLUS (O) PETROL,Automatic,"7,662 km",1st Owner,Petrol,KA-53,"22,936/month","12,05,000","Horamavu Agara Road, Bengaluru"
284,2014 Renault Pulse,RX L DIESEL,Manual,"83,271 km",1st Owner,Diesel,KA-51,"6,667/month","3,41,000","Bellahalli, Bengaluru"
285,2015 Volkswagen Vento,HIGHLINE TDI AT,Automatic,"74,997 km",1st Owner,Diesel,KA-04,"13,861/month","7,09,000","Horamavu Agara Road, Bengaluru"
286,2012 Maruti Swift,VDI,Manual,"55,544 km",2nd Owner,Diesel,KA-01,"8,876/month","4,54,000","Bellahalli, Bengaluru"
287,2013 Maruti Swift,VXI,Manual,"81,712 km",1st Owner,Petrol,KA-04,"8,934/month","4,57,000","GT World Mall, Bengaluru"
288,2014 Hyundai Eon,ERA +,Manual,"34,474 km",1st Owner,Petrol,KA-02,"5,728/month","2,93,000","Hosur Road, Singasandra, Bengaluru"
289,2022 KIA CARENS,LUXURY PLUS 1.4 PETROL 7 STR,Manual,"16,047 km",1st Owner,Petrol,KA-05,"32,948/month","17,31,000","Garuda Mall, Magrath Road, Bengaluru"
290,2014 Maruti Celerio,VXI,Manual,"30,876 km",1st Owner,Petrol,KA-03,"8,133/month","4,16,000","Bellahalli, Bengaluru"
291,2016 Honda Jazz,1.2L I-VTEC V,Manual,"85,860 km",3rd Owner,Petrol,KA-25,"9,736/month","4,98,000","Bellahalli, Bengaluru"
292,2016 Maruti Baleno,DELTA CVT PETROL 1.2,Automatic,"83,075 km",2nd Owner,Petrol,KA-06,"11,222/month","5,74,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
293,2020 Maruti S PRESSO,VXI+,Manual,"21,226 km",1st Owner,Petrol,KA-63,"8,817/month","4,51,000","Bellahalli, Bengaluru"
294,2014 Hyundai i20,SPORTZ 1.2,Manual,"39,078 km",1st Owner,Petrol,KA-53,"10,068/month","5,15,000","Bellahalli, Bengaluru"
295,2018 Hyundai Elite i20,ASTA 1.4 CRDI DUAL TONE,Manual,"36,283 km",1st Owner,Diesel,KA-04,"15,627/month","8,21,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
296,2015 Maruti Wagon R 1.0,VXI,Manual,"81,207 km",3rd Owner,Petrol,KA-41,"6,745/month","3,45,000","Bellahalli, Bengaluru"
297,2021 Hyundai NEW I20,SPORTZ 1.5 MT,Manual,"77,648 km",1st Owner,Diesel,KA-06,"15,951/month","8,38,000","Bellahalli, Bengaluru"
298,2019 Maruti New Wagon-R,VXI 1.0,Manual,"28,454 km",2nd Owner,Petrol,KA-65,"9,951/month","5,09,000","Bellahalli, Bengaluru"
299,2016 Hyundai Creta,SX PLUS 1.6 PETROL,Manual,"1,02,816 km",1st Owner,Petrol,KA-53,"17,435/month","9,16,000","Bellahalli, Bengaluru"
300,2015 Renault Kwid,RXT 0.8,Manual,"90,079 km",1st Owner,Petrol,KA-51,"6,100/month","3,12,000","Sonnappanahalli
"
301,2018 Hyundai Elite i20,ASTA 1.2  CVT,Automatic,"70,601 km",1st Owner,Petrol,KA-41,"13,314/month","6,81,000","GT World Mall, Bengaluru"
302,2019 Maruti Baleno,DELTA PETROL 1.2,Manual,"20,870 km",1st Owner,Petrol,KA-02,"13,177/month","6,74,000","Bellahalli, Bengaluru"
303,2017 Hyundai Grand i10,ASTA 1.2 KAPPA VTVT,Manual,"41,803 km",2nd Owner,Petrol,KA-02,"10,010/month","5,12,000","Bellahalli, Bengaluru"
304,2011 Maruti Ritz,VXI,Manual,"87,652 km",1st Owner,Petrol,KA-03,"6,021/month","3,08,000","GT World Mall, Bengaluru"
305,2015 Maruti Swift,ZDI,Manual,"67,791 km",2nd Owner,Diesel,KA-05,"12,590/month","6,44,000","Bellahalli, Bengaluru"
306,2018 Mahindra TUV300,T10,Manual,"54,603 km",1st Owner,Diesel,KA-03,"15,513/month","8,15,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
307,2016 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"25,960 km",1st Owner,Petrol,KA-05,"9,892/month","5,06,000","Horamavu Agara Road, Bengaluru"
308,2014 Hyundai i20,SPORTZ 1.2,Manual,"47,092 km",2nd Owner,Petrol,KA-03,"9,619/month","4,92,000","Hosur Road, Singasandra, Bengaluru"
309,2016 Maruti Baleno,DELTA PETROL 1.2,Manual,"75,140 km",1st Owner,Petrol,KA-03,"11,926/month","6,10,000","Bellahalli, Bengaluru"
310,2016 Hyundai Elite i20,ASTA 1.2,Manual,"53,789 km",1st Owner,Petrol,KA-53,"12,903/month","6,60,000","GT World Mall, Bengaluru"
311,2017 Honda City,1.5L I-VTEC V MT,Manual,"56,253 km",3rd Owner,Petrol,KA-03,"13,138/month","6,72,000","Bellahalli, Bengaluru"
312,2018 Maruti Celerio X,ZXI,Manual,"63,618 km",1st Owner,Petrol,KA-05,"9,404/month","4,81,000","GT World Mall, Bengaluru"
313,2018 Honda Amaze,1.2L I-VTEC V CVT,Automatic,"30,197 km",1st Owner,Petrol,KA-04,"14,272/month","7,30,000","Bellahalli, Bengaluru"
314,2016 Hyundai Grand i10,ASTA (O) AT 1.2 KAPPA VTVT,Automatic,"51,086 km",1st Owner,Petrol,KA-05,"9,912/month","5,07,000","Horamavu Agara Road, Bengaluru"
315,2017 Renault Kwid,RXT 1.0,Manual,"10,254 km",1st Owner,Petrol,KA-03,"7,546/month","3,86,000","Hosur Road, Singasandra, Bengaluru"
316,2016 Maruti Baleno,ALPHA PETROL 1.2,Manual,"1,00,894 km",1st Owner,Petrol,KA-05,"11,574/month","5,92,000","Horamavu Agara Road, Bengaluru"
317,2021 Volkswagen Vento,HIGHLINE PLUS 1.0L TSI AT,Automatic,"35,407 km",1st Owner,Petrol,KA-01,"23,907/month","12,56,000","Bellahalli, Bengaluru"
318,2017 Honda City,1.5L I-VTEC VX,Manual,"53,295 km",2nd Owner,Petrol,KA-30,"13,939/month","7,13,000","Horamavu Agara Road, Bengaluru"
319,2015 Hyundai Elite i20,ASTA 1.4 CRDI,Manual,"83,731 km",2nd Owner,Diesel,KA-51,"11,867/month","6,07,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
320,2016 Hyundai Elite i20,ASTA 1.2 (O),Manual,"91,660 km",1st Owner,Petrol,KA-01,"12,219/month","6,25,000","Whitefield Main Road, Bhoruka Tech Park, Benga..."
321,2018 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"15,147 km",1st Owner,Petrol,KA-01,"11,789/month","6,03,000","Hosur Road, Singasandra, Bengaluru"
322,2020 Maruti New Wagon-R,ZXI 1.2 AMT,Automatic,"33,793 km",2nd Owner,Petrol,KA-53,"11,965/month","6,12,000","Bellahalli, Bengaluru"
