,Car Title,Car Model,Car Transmission,Car km,Car Owner,Car Fuel type,Car Registration,Car price per month,Car Price,Car Location
609,2022 Maruti New Wagon-R,LXI CNG (O) 1.0,Manual,"22,545 km",1st Owner,CNG,MH-47,"12,923/month","6,61,000","Goregaon, Mumbai"
610,2013 Maruti Swift,VXI,Manual,"69,622 km",1st Owner,Petrol,MH-02,"6,979/month","3,57,000","Mulund, Mumbai"
611,2014 Maruti Wagon R 1.0,LXI CNG,Manual,"54,176 km",1st Owner,CNG,MH-04,"6,295/month","3,22,000","Goregaon, Mumbai"
612,2016 Maruti Ertiga,VXI CNG,Manual,"1,01,050 km",1st Owner,CNG,MH-02,"15,425/month","7,89,000","Rupa Renaissance, Navi Mumbai"
613,2016 Hyundai Creta,SX PLUS AT 1.6 PETROL,Automatic,"80,837 km",2nd Owner,Petrol,MH-43,"15,380/month","8,08,000","Mulund, Mumbai"
614,2016 Mahindra TUV300,T8,Manual,"40,729 km",1st Owner,Diesel,MH-04,"13,724/month","7,02,000","Mulund, Mumbai"
615,2013 Maruti Wagon R 1.0,VXI,Manual,"50,244 km",1st Owner,Petrol,MH-01,"5,787/month","2,96,000","Goregaon, Mumbai"
616,2017 Maruti Alto 800,VXI,Manual,"22,971 km",1st Owner,Petrol,MH-05,"5,572/month","2,85,000","Rupa Renaissance, Navi Mumbai"
617,2011 Hyundai i10,SPORTZ 1.2,Manual,"55,572 km",2nd Owner,Petrol,MH-03,"4,966/month","2,54,000","Rupa Renaissance, Navi Mumbai"
618,2016 Maruti Ertiga,VXI CNG,Manual,"97,784 km",1st Owner,CNG,MH-01,"15,582/month","7,97,000","Mulund, Mumbai"
619,2014 Maruti Wagon R 1.0,LXI CNG,Manual,"1,15,591 km",1st Owner,CNG,MH-46,"6,373/month","3,26,000","Goregaon, Mumbai"
620,2012 Maruti Swift,VDI,Manual,"63,847 km",1st Owner,Diesel,MH-02,"7,664/month","3,92,000","Goregaon, Mumbai"
621,2014 Maruti Wagon R 1.0,LXI CNG,Manual,"99,204 km",1st Owner,CNG,MH-43,"6,217/month","3,18,000","Goregaon, Mumbai"
622,2017 Hyundai Grand i10,SPORTZ (O) AT 1.2 KAPPA VTVT,Automatic,"38,444 km",2nd Owner,Petrol,MH-04,"9,736/month","4,98,000","Goregaon, Mumbai"
623,2015 Maruti Wagon R 1.0,VXI,Manual,"9,934 km",1st Owner,Petrol,MH-05,"7,292/month","3,73,000","Mulund, Mumbai"
624,2013 Maruti Swift,VXI,Manual,"55,718 km",1st Owner,Petrol,MH-43,"7,703/month","3,94,000","Rupa Renaissance, Navi Mumbai"
625,2013 Maruti Wagon R 1.0,LXI CNG,Manual,"69,258 km",1st Owner,CNG,MH-02,"6,588/month","3,37,000","Rupa Renaissance, Navi Mumbai"
626,2013 Maruti Wagon R 1.0,LXI CNG,Manual,"31,196 km",1st Owner,CNG,MH-03,"6,510/month","3,33,000","Mulund, Mumbai"
627,2016 Maruti Wagon R 1.0,LXI CNG,Manual,"1,15,084 km",1st Owner,CNG,MH-46,"7,175/month","3,67,000","Goregaon, Mumbai"
628,2012 Maruti Wagon R 1.0,VXI,Manual,"52,633 km",1st Owner,Petrol,MH-05,"5,083/month","2,60,000","Rupa Renaissance, Navi Mumbai"
629,2018 Maruti Baleno,DELTA PETROL 1.2,Manual,"27,030 km",1st Owner,Petrol,MH-04,"11,144/month","5,70,000","Rupa Renaissance, Navi Mumbai"
630,2021 Maruti S PRESSO,LXI CNG,Manual,"32,020 km",1st Owner,CNG,MH-01,"8,993/month","4,60,000","Rupa Renaissance, Navi Mumbai"
631,2015 Hyundai Creta,SX PLUS 1.6 PETROL,Manual,"39,584 km",1st Owner,Petrol,MH-47,"15,551/month","8,17,000","Mulund, Mumbai"
632,2021 Maruti S PRESSO,VXI CNG,Manual,"39,855 km",1st Owner,CNG,MH-43,"9,091/month","4,65,000","Mulund, Mumbai"
633,2017 Maruti Wagon R 1.0,VXI,Manual,"25,625 km",1st Owner,Petrol,MH-47,"7,937/month","4,06,000","Mulund, Mumbai"
634,2013 Hyundai i10,MAGNA 1.1,Manual,"35,130 km",1st Owner,Petrol,MH-03,"5,063/month","2,59,000","Goregaon, Mumbai"
635,2018 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"27,523 km",1st Owner,Petrol,MH-04,"10,479/month","5,36,000","Rupa Renaissance, Navi Mumbai"
636,2018 Toyota Corolla Altis,VL CVT PETROL,Automatic,"77,261 km",2nd Owner,Petrol,MH-01,"23,564/month","12,38,000","Mulund, Mumbai"
637,2011 Maruti Swift Dzire,VDI,Manual,"99,077 km",3rd Owner,Diesel,MH-01,"5,376/month","2,75,000","Mulund, Mumbai"
638,2017 Hyundai Elite i20,ERA 1.2,Manual,"77,121 km",1st Owner,Petrol,MH-04,"10,342/month","5,29,000","Mulund, Mumbai"
639,2018 Jeep Compass,SPORT 2.0 DIESEL,Manual,"44,515 km",1st Owner,Diesel,MH-01,"21,337/month","11,21,000","Rupa Renaissance, Navi Mumbai"
640,2016 Hyundai Elite i20,ASTA 1.2,Manual,"33,339 km",2nd Owner,Petrol,MH-47,"11,046/month","5,65,000","Rupa Renaissance, Navi Mumbai"
641,2016 Honda City,1.5L I-VTEC VX CVT,Automatic,"18,715 km",1st Owner,Petrol,MH-47,"14,897/month","7,62,000","Rupa Renaissance, Navi Mumbai"
642,2021 KIA SELTOS,GTX PLUS DCT 1.4 PETROL,Automatic,"20,187 km",1st Owner,Petrol,MH-02,"30,188/month","15,86,000","Goregaon, Mumbai"
643,2018 Honda WR-V,1.2L I-VTEC VX MT,Manual,"27,023 km",3rd Owner,Petrol,MH-47,"12,141/month","6,21,000","Rupa Renaissance, Navi Mumbai"
644,2018 Ford FREESTYLE,TREND PLUS 1.2 PETROL,Manual,"34,075 km",1st Owner,Petrol,MH-04,"11,320/month","5,79,000","Mulund, Mumbai"
645,2015 Maruti Celerio,VXI,Manual,"29,535 km",1st Owner,Petrol,MH-01,"7,253/month","3,71,000","Mulund, Mumbai"
646,2021 Hyundai NEW I20,ASTA (O) 1.2 MT,Manual,"17,708 km",1st Owner,Petrol,MH-06,"16,236/month","8,53,000","Mulund, Mumbai"
647,2015 Honda Amaze,1.2L I-VTEC SX,Manual,"70,030 km",1st Owner,Petrol,MH-46,"7,859/month","4,02,000","Mulund, Mumbai"
