,Car Title,Car Model,Car Transmission,Car km,Car Owner,Car Fuel type,Car Registration,Car price per month,Car Price,Car Location
439,2020 Maruti S PRESSO,VXI CNG,Manual,"71,274 km",1st Owner,CNG,MH-43,"8,074/month","4,13,000","Goregaon, Mumbai"
440,2017 Honda City,1.5L I-VTEC VX,Manual,"29,305 km",1st Owner,Petrol,MH-02,"15,874/month","8,34,000","Mulund, Mumbai"
441,2022 Tata Tiago,XZ PLUS CNG,Manual,"42,565 km",1st Owner,CNG,MH-04,"15,288/month","7,82,000","Goregaon, Mumbai"
442,2015 Hyundai Xcent,SX 1.2 (O),Manual,"77,770 km",1st Owner,Petrol,MH-05,"8,622/month","4,41,000","Rupa Renaissance, Navi Mumbai"
443,2016 Skoda Rapid,STYLE 1.5 TDI AT,Automatic,"1,14,247 km",2nd Owner,Diesel,MH-04,"12,336/month","6,31,000","Rupa Renaissance, Navi Mumbai"
444,2017 Hyundai Grand i10,SPORTZ (O) AT 1.2 KAPPA VTVT,Automatic,"63,428 km",1st Owner,Petrol,MH-46,"10,792/month","5,52,000","Rupa Renaissance, Navi Mumbai"
445,2015 Maruti Swift,VXI,Manual,"57,054 km",1st Owner,Petrol,MH-47,"8,622/month","4,41,000","Goregaon, Mumbai"
446,2016 Hyundai Grand i10,ASTA (O) 1.2 KAPPA VTVT,Manual,"38,722 km",1st Owner,Petrol,MH-01,"8,504/month","4,35,000","Goregaon, Mumbai"
447,2021 Mahindra XUV 3OO,W8 (O) 1.2 PETROL AMT,Automatic,"21,041 km",1st Owner,Petrol,MH-05,"23,069/month","12,12,000","Goregaon, Mumbai"
448,2017 Hyundai Creta,SX PLUS AT 1.6 PETROL,Automatic,"45,194 km",1st Owner,Petrol,MH-02,"19,478/month","10,23,300","Goregaon, Mumbai"
449,2019 Hyundai Verna,1.6 VTVT SX (O) AT,Automatic,"54,945 km",1st Owner,Petrol,MH-01,"17,968/month","9,44,000","Mulund, Mumbai"
450,2021 Renault Kwid,RXT 0.8,Manual,"7,779 km",1st Owner,Petrol,MH-05,"9,912/month","5,07,000","Goregaon, Mumbai"
451,2017 Maruti Baleno,ALPHA PETROL 1.2,Manual,"15,908 km",1st Owner,Petrol,MH-05,"12,317/month","6,30,000","Rupa Renaissance, Navi Mumbai"
452,2019 Maruti Ciaz,DELTA 1.5 SHVS MT PETROL,Manual,"49,281 km",1st Owner,Petrol,MH-47,"14,760/month","7,55,000","Mulund, Mumbai"
453,2021 Hyundai GRAND I10 NIOS,ASTA 1.2 KAPPA VTVT,Manual,"10,750 km",1st Owner,Petrol,MH-47,"13,842/month","7,08,000","Mulund, Mumbai"
454,2017 Maruti Baleno,ZETA PETROL 1.2,Manual,"34,102 km",1st Owner,Petrol,MH-03,"11,105/month","5,68,000","Mulund, Mumbai"
455,2020 Maruti S PRESSO,VXI CNG,Manual,"79,019 km",1st Owner,CNG,MH-46,"8,289/month","4,24,000","Goregaon, Mumbai"
456,2021 Maruti New Wagon-R,LXI CNG 1.0,Manual,"52,731 km",1st Owner,CNG,MH-04,"12,571/month","6,43,000","Rupa Renaissance, Navi Mumbai"
457,2021 Toyota YARIS,J CVT,Automatic,"17,054 km",1st Owner,Petrol,MH-01,"19,015/month","9,99,000","Goregaon, Mumbai"
458,2016 Maruti Vitara Brezza,ZDI PLUS,Manual,"88,458 km",1st Owner,Diesel,MH-46,"14,135/month","7,23,000","Mulund, Mumbai"
459,2014 Maruti Wagon R 1.0,LXI CNG,Manual,"98,141 km",2nd Owner,CNG,MH-04,"6,432/month","3,29,000","Goregaon, Mumbai"
460,2019 Ford Ecosport,TITANIUM 1.5L PETROL,Manual,"22,276 km",1st Owner,Petrol,MH-04,"15,190/month","7,77,000","Mulund, Mumbai"
461,2018 Maruti Ciaz,ZETA 1.4  AT PETROL,Automatic,"92,294 km",1st Owner,Petrol,MH-15,"14,193/month","7,26,000","Goregaon, Mumbai"
462,2020 Tata TIGOR,XZ PLUS PETROL,Manual,"12,178 km",1st Owner,Petrol,MH-05,"14,624/month","7,48,000","Goregaon, Mumbai"
463,2019 Hyundai Verna,1.6 VTVT SX (O) AT,Automatic,"23,037 km",1st Owner,Petrol,MH-01,"18,806/month","9,88,000","Mulund, Mumbai"
464,2019 Honda City,1.5L I-VTEC VX CVT,Automatic,"24,122 km",2nd Owner,Petrol,MH-03,"18,768/month","9,86,000","Goregaon, Mumbai"
465,2018 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"10,022 km",1st Owner,Petrol,MH-03,"10,459/month","5,35,000","Goregaon, Mumbai"
466,2017 Maruti Baleno,ZETA PETROL 1.2,Manual,"34,423 km",1st Owner,Petrol,MH-02,"11,456/month","5,86,000","Rupa Renaissance, Navi Mumbai"
467,2016 Maruti Alto 800,LXI,Manual,"47,233 km",2nd Owner,Petrol,MH-01,"5,200/month","2,66,000","Rupa Renaissance, Navi Mumbai"
468,2015 Maruti Ciaz,ZXI+,Manual,"1,15,379 km",1st Owner,Petrol,MH-01,"9,912/month","5,07,000","Goregaon, Mumbai"
469,2017 Hyundai Creta,E PLUS 1.6 PETROL,Manual,"81,347 km",1st Owner,Petrol,MH-01,"15,327/month","7,84,000","Mulund, Mumbai"
470,2018 Honda WR-V,1.2L I-VTEC VX MT,Manual,"25,468 km",1st Owner,Petrol,MH-47,"14,682/month","7,51,000","Mulund, Mumbai"
471,2020 Maruti S PRESSO,VXI CNG,Manual,"44,001 km",1st Owner,CNG,MH-04,"9,365/month","4,79,000","Goregaon, Mumbai"
472,2016 Honda City,1.5L I-VTEC VX CVT,Automatic,"34,362 km",1st Owner,Petrol,MH-47,"14,819/month","7,58,000","Mulund, Mumbai"
473,2017 Honda City,1.5L I-VTEC VX,Manual,"31,949 km",1st Owner,Petrol,MH-01,"16,008/month","8,41,000","Mulund, Mumbai"
474,2015 Maruti Wagon R 1.0,LXI CNG,Manual,"64,448 km",1st Owner,CNG,MH-01,"7,742/month","3,96,000","Mulund, Mumbai"
475,2018 Toyota YARIS,VX CVT,Automatic,"79,380 km",1st Owner,Petrol,MH-04,"15,741/month","8,27,000","Rupa Renaissance, Navi Mumbai"
476,2020 Renault Kwid,RXT 1.0 (O),Manual,"5,089 km",1st Owner,Petrol,MH-02,"9,318/month","4,76,600","Goregaon, Mumbai"
477,2019 Honda City,1.5L I-VTEC VX CVT,Automatic,"31,854 km",1st Owner,Petrol,MH-04,"19,148/month","10,06,000","Goregaon, Mumbai"
478,2014 Maruti Wagon R 1.0,VXI,Manual,"32,294 km",1st Owner,Petrol,MH-04,"6,999/month","3,58,000","Rupa Renaissance, Navi Mumbai"
479,2019 Ford Ecosport,TITANIUM 1.5L SIGNATURE EDITION (SUNROOF) PETROL,Manual,"22,004 km",1st Owner,Petrol,MH-02,"15,951/month","8,38,000","Mulund, Mumbai"
480,2021 Maruti New Wagon-R,LXI CNG 1.0,Manual,"88,795 km",1st Owner,CNG,MH-04,"12,043/month","6,16,000","Mulund, Mumbai"
481,2019 Maruti Baleno,DELTA PETROL 1.2,Manual,"21,871 km",1st Owner,Petrol,MH-05,"12,160/month","6,22,000","Goregaon, Mumbai"
482,2017 Hyundai Creta,E PLUS 1.6 PETROL,Manual,"96,059 km",1st Owner,Petrol,MH-01,"15,249/month","7,80,000","Rupa Renaissance, Navi Mumbai"
483,2015 Honda City,1.5L I-VTEC SV CVT,Automatic,"81,459 km",1st Owner,Petrol,MH-02,"11,378/month","5,82,000","Rupa Renaissance, Navi Mumbai"
484,2021 Tata NEXON,XZA PLUS (O) PETROL DARK EDITION,Automatic,"48,153 km",1st Owner,Petrol,MH-20,"22,137/month","11,63,000","Mulund, Mumbai"
485,2016 Honda City,1.5L I-VTEC VX CVT,Automatic,"77,123 km",1st Owner,Petrol,MH-47,"13,587/month","6,95,000","Rupa Renaissance, Navi Mumbai"
486,2016 Hyundai Grand i10,ASTA (O) AT 1.2 KAPPA VTVT,Automatic,"13,445 km",1st Owner,Petrol,MH-02,"11,065/month","5,66,000","Mulund, Mumbai"
487,2016 Hyundai Creta,SX PLUS AT 1.6 PETROL,Automatic,"55,516 km",1st Owner,Petrol,MH-43,"18,349/month","9,64,000","Goregaon, Mumbai"
488,2017 Hyundai Creta,SX PLUS AT 1.6 PETROL,Automatic,"68,229 km",1st Owner,Petrol,MH-01,"19,320/month","10,15,000","Mulund, Mumbai"
489,2019 Maruti Celerio,VXI (O) CNG,Manual,"83,984 km",1st Owner,CNG,MH-03,"9,638/month","4,93,000","Goregaon, Mumbai"
490,2019 Maruti Baleno,ZETA PETROL 1.2,Manual,"12,262 km",1st Owner,Petrol,MH-01,"13,685/month","7,00,000","Rupa Renaissance, Navi Mumbai"
491,2017 Maruti Baleno,ALPHA PETROL 1.2,Manual,"49,612 km",1st Owner,Petrol,MH-48,"11,241/month","5,75,000","Goregaon, Mumbai"
492,2018 Maruti Alto 800,VXI,Manual,"23,563 km",1st Owner,Petrol,MH-01,"6,569/month","3,36,000","Rupa Renaissance, Navi Mumbai"
493,2017 Maruti Baleno,ALPHA PETROL 1.2,Manual,"1,17,814 km",1st Owner,Petrol,MH-15,"11,652/month","5,96,000","Mulund, Mumbai"
494,2020 Volkswagen Vento,HIGHLINE PLUS 1.0L TSI AT,Automatic,"89,459 km",1st Owner,Petrol,MH-10,"19,472/month","10,23,000","Mulund, Mumbai"
495,2018 Toyota YARIS,VX CVT,Automatic,"21,284 km",1st Owner,Petrol,MH-03,"17,093/month","8,98,000","Goregaon, Mumbai"
496,2020 Renault Kwid,RXT 1.0 AMT (O),Automatic,"31,150 km",1st Owner,Petrol,MH-02,"10,596/month","5,42,000","Goregaon, Mumbai"
497,2022 Tata TIGOR,XZ PLUS CNG,Manual,"10,629 km",1st Owner,CNG,MH-05,"16,350/month","8,59,000","Goregaon, Mumbai"
498,2018 Honda City,1.5L I-VTE V CVT,Automatic,"63,253 km",2nd Owner,Petrol,MH-01,"15,627/month","8,21,000","Mulund, Mumbai"
499,2021 Maruti New Wagon-R,LXI CNG 1.0,Manual,"19,700 km",1st Owner,CNG,MH-46,"12,160/month","6,22,000","Mulund, Mumbai"
500,2021 Honda City,1.5L I-VTEC ZX CVT,Automatic,"22,171 km",1st Owner,Petrol,MH-05,"26,971/month","14,17,000","Goregaon, Mumbai"
501,2021 Tata TIGOR,XZ PLUS PETROL,Manual,"33,712 km",1st Owner,Petrol,MH-17,"13,353/month","6,83,000","Mulund, Mumbai"
502,2015 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"33,716 km",1st Owner,Petrol,MH-01,"7,781/month","3,98,000","Goregaon, Mumbai"
503,2019 Honda Amaze,1.2L I-VTEC V CVT,Automatic,"15,462 km",1st Owner,Petrol,MH-04,"15,386/month","7,87,000","Goregaon, Mumbai"
504,2014 Honda City,1.5L I-VTEC VX CVT,Automatic,"37,535 km",1st Owner,Petrol,MH-02,"12,688/month","6,49,000","Mulund, Mumbai"
505,2017 Hyundai Grand i10,SPORTZ (O) 1.2 KAPPA VTVT,Manual,"53,924 km",1st Owner,Petrol,MH-01,"9,052/month","4,63,000","Goregaon, Mumbai"
506,2017 Ford Ecosport,TITANIUM + 1.5L PETROL AT,Automatic,"41,247 km",1st Owner,Petrol,MH-04,"14,663/month","7,50,000","Rupa Renaissance, Navi Mumbai"
507,2016 Honda City,1.5L I-VTEC VX CVT,Automatic,"50,493 km",2nd Owner,Petrol,MH-02,"13,607/month","6,96,000","Goregaon, Mumbai"
508,2020 Honda Amaze,1.2L I-VTEC V CVT,Automatic,"17,678 km",1st Owner,Petrol,MH-03,"15,484/month","7,92,000","Goregaon, Mumbai"
509,2017 Maruti IGNIS,DELTA 1.2 AMT,Automatic,"16,133 km",1st Owner,Petrol,MH-04,"10,929/month","5,59,000","Rupa Renaissance, Navi Mumbai"
510,2021 Honda Amaze,1.2L I-VTEC V CVT,Automatic,"15,173 km",2nd Owner,Petrol,MH-46,"15,589/month","8,19,000","Rupa Renaissance, Navi Mumbai"
511,2019 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"25,304 km",1st Owner,Petrol,MH-01,"10,831/month","5,54,000","Rupa Renaissance, Navi Mumbai"
512,2022 Tata TIGOR,XZ PLUS CNG,Manual,"13,907 km",1st Owner,CNG,MH-04,"15,817/month","8,31,000","Goregaon, Mumbai"
513,2022 Tata NEXON,XZ PLUS PETROL,Manual,"6,378 km",1st Owner,Petrol,MH-04,"20,138/month","10,58,000","Goregaon, Mumbai"
514,2016 Hyundai Verna,1.6 VTVT SX AT,Automatic,"65,701 km",2nd Owner,Petrol,MH-02,"13,939/month","7,13,000","Mulund, Mumbai"
515,2018 Ford Ecosport,TREND + 1.5L PETROL AT,Automatic,"22,057 km",1st Owner,Petrol,MH-02,"15,464/month","7,91,000","Goregaon, Mumbai"
516,2022 Maruti S PRESSO,VXI,Manual,"5,632 km",1st Owner,Petrol,MH-03,"9,736/month","4,98,000","Goregaon, Mumbai"
517,2015 Honda City,1.5L I-VTEC VX,Manual,"42,239 km",1st Owner,Petrol,MH-47,"12,884/month","6,59,000","Goregaon, Mumbai"
518,2019 Tata NEXON,XZA PLUS PETROL,Automatic,"14,923 km",1st Owner,Petrol,MH-43,"17,549/month","9,22,000","Goregaon, Mumbai"
519,2018 Honda Amaze,1.2L I-VTEC V CVT,Automatic,"43,028 km",1st Owner,Petrol,MH-02,"14,017/month","7,17,000","Mulund, Mumbai"
520,2019 Toyota Glanza,V CVT,Automatic,"37,884 km",1st Owner,Petrol,MH-47,"15,308/month","7,83,000","Rupa Renaissance, Navi Mumbai"
521,2022 Honda Amaze,1.2L I-VTEC VX,Manual,"8,211 km",1st Owner,Petrol,MH-04,"15,893/month","8,35,000","Goregaon, Mumbai"
522,2015 Honda City,1.5L I-VTEC VX CVT,Automatic,"70,007 km",2nd Owner,Petrol,MH-47,"12,864/month","6,58,000","Rupa Renaissance, Navi Mumbai"
523,2019 Maruti S PRESSO,VXI+,Manual,"24,009 km",1st Owner,Petrol,MH-15,"8,407/month","4,30,000","Mulund, Mumbai"
524,2021 Maruti IGNIS,ZETA 1.2 AMT,Automatic,"30,701 km",1st Owner,Petrol,MH-46,"13,920/month","7,12,000","Mulund, Mumbai"
525,2018 Maruti Celerio,ZXI,Manual,"75,370 km",1st Owner,Petrol,MH-03,"8,817/month","4,51,000","Goregaon, Mumbai"
526,2016 Maruti Ciaz,ZXI+,Manual,"78,873 km",1st Owner,Petrol,MH-03,"12,414/month","6,35,000","Mulund, Mumbai"
527,2016 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"80,177 km",1st Owner,Petrol,MH-04,"8,250/month","4,22,000","Rupa Renaissance, Navi Mumbai"
528,2015 Honda City,1.5L I-VTEC SV,Manual,"23,518 km",1st Owner,Petrol,MH-47,"11,769/month","6,02,000","Rupa Renaissance, Navi Mumbai"
529,2019 Toyota Glanza,V CVT,Automatic,"59,520 km",2nd Owner,Petrol,MH-15,"15,171/month","7,76,000","Rupa Renaissance, Navi Mumbai"
530,2017 Maruti Baleno,ZETA PETROL 1.2,Manual,"28,599 km",2nd Owner,Petrol,MH-01,"11,437/month","5,85,000","Rupa Renaissance, Navi Mumbai"
531,2018 Maruti Celerio,ZXI,Manual,"28,138 km",1st Owner,Petrol,MH-01,"9,990/month","5,11,000","Mulund, Mumbai"
532,2011 Volkswagen Vento,HIGHLINE DIESEL 1.6,Manual,"71,738 km",3rd Owner,Diesel,MH-02,"5,318/month","2,72,000","Goregaon, Mumbai"
533,2021 KIA SELTOS,HTX ANNIVERSARY EDITION 1.5 PETROL CVT,Automatic,"19,197 km",1st Owner,Petrol,MH-04,"26,629/month","13,99,000","Mulund, Mumbai"
534,2012 Volkswagen Polo,COMFORTLINE 1.2L,Manual,"99,913 km",1st Owner,Diesel,MH-01,"5,650/month","2,89,000","Rupa Renaissance, Navi Mumbai"
535,2015 Maruti Swift Dzire,VXI AT,Automatic,"66,451 km",3rd Owner,Petrol,MH-02,"7,664/month","3,92,000","Rupa Renaissance, Navi Mumbai"
536,2015 Hyundai Elite i20,SPORTZ 1.2,Manual,"15,146 km",2nd Owner,Petrol,MH-04,"8,895/month","4,55,000","Goregaon, Mumbai"
537,2014 Maruti Ertiga,ZXI,Manual,"57,517 km",2nd Owner,Petrol,MH-46,"11,613/month","5,94,000","Goregaon, Mumbai"
538,2016 Mahindra Kuv100,K4 PLUS 5 STR,Manual,"34,936 km",1st Owner,Petrol,MH-43,"6,452/month","3,30,000","Goregaon, Mumbai"
539,2010 Honda City,1.5L I-VTEC E MT,Manual,"67,943 km",1st Owner,Petrol,MH-04,"5,103/month","2,61,000","Goregaon, Mumbai"
540,2021 Maruti XL6,ALPHA MT,Manual,"55,714 km",2nd Owner,Petrol,MH-48,"18,444/month","9,69,000","Rupa Renaissance, Navi Mumbai"
541,2013 Honda Amaze,1.2L I-VTEC S,Manual,"80,183 km",3rd Owner,Petrol,MH-04,"5,748/month","2,94,000","Goregaon, Mumbai"
542,2012 Maruti Wagon R 1.0,LXI CNG,Manual,"1,04,554 km",3rd Owner,CNG,MH-03,"4,457/month","2,28,000","Goregaon, Mumbai"
543,2010 Honda City,1.5L I-VTEC S MT,Manual,"37,389 km",2nd Owner,Petrol,MH-04,"5,259/month","2,69,000","Goregaon, Mumbai"
544,2017 Maruti Ertiga,VXI CNG,Manual,"85,677 km",3rd Owner,CNG,MH-05,"14,584/month","7,46,000","Rupa Renaissance, Navi Mumbai"
545,2017 Maruti Ertiga,VXI CNG,Manual,"75,478 km",2nd Owner,CNG,MH-04,"15,703/month","8,25,000","Goregaon, Mumbai"
546,2010 Hyundai i20,SPORTZ 1.2 VTVT,Manual,"41,580 km",2nd Owner,Petrol,MH-02,"4,594/month","2,35,000","Rupa Renaissance, Navi Mumbai"
547,2013 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"51,987 km",1st Owner,Petrol,MH-02,"6,237/month","3,19,000","Rupa Renaissance, Navi Mumbai"
548,2013 Maruti Ertiga,VXI,Manual,"49,082 km",2nd Owner,Petrol,MH-05,"10,127/month","5,18,000","Rupa Renaissance, Navi Mumbai"
549,2012 Maruti Swift Dzire,ZXI 1.2 BS IV,Manual,"42,175 km",2nd Owner,Petrol,MH-02,"6,276/month","3,21,000","Goregaon, Mumbai"
550,2019 Maruti XL6,ZETA AT,Automatic,"1,03,396 km",1st Owner,Petrol,MH-48,"17,340/month","9,11,000","Mulund, Mumbai"
551,2010 Maruti Swift Dzire,VXI,Manual,"62,769 km",2nd Owner,Petrol,MH-01,"4,438/month","2,27,000","Rupa Renaissance, Navi Mumbai"
552,2015 Maruti Ciaz,SHVS VDI,Manual,"62,072 km",2nd Owner,Diesel,MH-05,"9,443/month","4,83,000","Goregaon, Mumbai"
553,2012 Maruti Swift Dzire,LXI,Manual,"45,622 km",1st Owner,Petrol,MH-03,"6,510/month","3,33,000","Rupa Renaissance, Navi Mumbai"
554,2010 Volkswagen Vento,HIGHLINE 1.6 MPI,Manual,"76,082 km",2nd Owner,Petrol,MH-02,"5,181/month","2,65,000","Goregaon, Mumbai"
555,2015 Honda Jazz,1.2L I-VTEC VX,Manual,"99,039 km",2nd Owner,Petrol,MH-04,"7,312/month","3,74,000","Goregaon, Mumbai"
556,2021 Nissan MAGNITE,XV MT,Manual,"15,881 km",1st Owner,Petrol,MH-20,"12,981/month","6,64,000","Mulund, Mumbai"
557,2018 Hyundai Verna,1.6 VTVT SX O,Manual,"61,460 km",2nd Owner,Petrol,MH-15,"15,425/month","7,89,000","Mulund, Mumbai"
558,2017 Maruti Baleno,SIGMA PETROL 1.2,Manual,"55,788 km",1st Owner,Petrol,MH-01,"9,775/month","5,00,000","Mulund, Mumbai"
559,2015 Renault Kwid,RXL,Manual,"62,749 km",1st Owner,Petrol,MH-47,"5,279/month","2,70,000","Goregaon, Mumbai"
560,2014 Maruti Wagon R 1.0,LXI CNG,Manual,"76,461 km",3rd Owner,CNG,MH-46,"5,924/month","3,03,000","Rupa Renaissance, Navi Mumbai"
561,2012 Honda City,1.5L I-VTEC S MT,Manual,"1,00,637 km",2nd Owner,Petrol,MH-04,"6,569/month","3,36,000","Mulund, Mumbai"
562,2011 Maruti Swift Dzire,VXI,Manual,"59,511 km",1st Owner,Petrol,MH-43,"5,767/month","2,95,000","Mulund, Mumbai"
563,2014 Maruti Celerio,VXI CNG,Manual,"87,970 km",2nd Owner,CNG,MH-46,"6,999/month","3,58,000","Goregaon, Mumbai"
564,2011 Maruti Wagon R 1.0,LXI,Manual,"51,078 km",1st Owner,Petrol,MH-03,"4,360/month","2,23,000","Goregaon, Mumbai"
565,2011 Hyundai i20,SPORTZ 1.4 CRDI,Manual,"98,311 km",2nd Owner,Diesel,MH-02,"5,103/month","2,61,000","Goregaon, Mumbai"
566,2016 Maruti Vitara Brezza,VDI,Manual,"1,23,776 km",2nd Owner,Diesel,MH-05,"12,219/month","6,25,000","Goregaon, Mumbai"
567,2010 Toyota Corolla Altis,J PETROL,Manual,"76,323 km",3rd Owner,Petrol,MH-04,"5,122/month","2,62,000","Mulund, Mumbai"
568,2017 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"33,218 km",3rd Owner,Petrol,MH-04,"7,468/month","3,82,000","Mulund, Mumbai"
569,2019 Maruti Alto 800,LXI,Manual,"76,615 km",1st Owner,Petrol,MH-41,"5,611/month","2,87,000","Goregaon, Mumbai"
570,2014 Maruti Wagon R 1.0,LXI CNG,Manual,"40,698 km",2nd Owner,CNG,MH-02,"6,197/month","3,17,000","Mulund, Mumbai"
571,2018 Skoda Rapid,AMBITION 1.6 MPI AT,Automatic,"22,289 km",2nd Owner,Petrol,MH-01,"12,786/month","6,54,000","Mulund, Mumbai"
572,2018 Maruti Vitara Brezza,ZDI PLUS,Manual,"48,451 km",1st Owner,Diesel,MH-03,"17,131/month","9,00,000","Rupa Renaissance, Navi Mumbai"
573,2012 Maruti Wagon R 1.0,LXI,Manual,"16,051 km",1st Owner,Petrol,MH-02,"5,279/month","2,70,000","Mulund, Mumbai"
574,2021 Hyundai ALCAZAR,PLATINUM 1.5 MT 7STR,Manual,"23,155 km",1st Owner,Diesel,MH-04,"33,424/month","17,56,000","Goregaon, Mumbai"
575,2013 Maruti Wagon R 1.0,LXI CNG,Manual,"1,14,221 km",3rd Owner,CNG,MH-03,"5,376/month","2,75,000","Rupa Renaissance, Navi Mumbai"
576,2014 Hyundai Grand i10,ASTA (O) 1.2 KAPPA VTVT,Manual,"98,500 km",2nd Owner,Petrol,MH-15,"6,706/month","3,43,000","Goregaon, Mumbai"
577,2014 Maruti Ertiga,VXI CNG,Manual,"84,916 km",1st Owner,CNG,MH-05,"13,314/month","6,81,000","Mulund, Mumbai"
578,2018 Mahindra XUV500,W9,Manual,"69,947 km",1st Owner,Diesel,MH-47,"23,222/month","12,20,000","Goregaon, Mumbai"
579,2016 Maruti Wagon R 1.0,LXI CNG,Manual,"1,07,121 km",3rd Owner,CNG,MH-03,"6,354/month","3,25,000","Goregaon, Mumbai"
580,2016 Volkswagen Vento,COMFORTLINE 1.6,Manual,"33,388 km",2nd Owner,Petrol,MH-43,"9,521/month","4,87,000","Rupa Renaissance, Navi Mumbai"
581,2018 Hyundai Xcent,SX 1.2,Manual,"1,17,041 km",1st Owner,CNG,MH-05,"10,068/month","5,15,000","Mulund, Mumbai"
582,2020 Maruti Vitara Brezza,ZXI +,Manual,"55,130 km",1st Owner,Petrol,MH-47,"16,617/month","8,73,000","Goregaon, Mumbai"
583,2015 Maruti Swift Dzire,VXI,Manual,"73,324 km",1st Owner,Petrol,MH-46,"9,032/month","4,62,000","Rupa Renaissance, Navi Mumbai"
584,2022 Hyundai NEW SANTRO,SPORTZ EXECUTIVE MT CNG,Manual,"13,407 km",1st Owner,CNG,MH-02,"11,632/month","5,95,000","Mulund, Mumbai"
585,2013 Maruti Swift Dzire,VXI,Manual,"29,811 km",1st Owner,Petrol,MH-02,"8,426/month","4,31,000","Rupa Renaissance, Navi Mumbai"
586,2014 Maruti Wagon R 1.0,LXI CNG,Manual,"1,05,447 km",1st Owner,CNG,MH-05,"5,748/month","2,94,000","Goregaon, Mumbai"
587,2014 Hyundai i20,MAGNA (O) 1.2,Manual,"37,508 km",1st Owner,Petrol,MH-02,"7,312/month","3,74,000","Goregaon, Mumbai"
588,2022 Honda Amaze,1.2L I-VTEC S,Manual,"4,412 km",1st Owner,Petrol,MH-01,"13,998/month","7,16,000","Rupa Renaissance, Navi Mumbai"
589,2014 Datsun Go,A,Manual,"18,499 km",1st Owner,Petrol,MH-01,"4,790/month","2,45,000","Goregaon, Mumbai"
590,2014 Honda Amaze,1.2L I-VTEC S,Manual,"49,056 km",1st Owner,Petrol,MH-01,"7,761/month","3,97,000","Mulund, Mumbai"
591,2020 Hyundai VENUE,SX PLUS 1.0 TURBO DCT,Automatic,"27,765 km",2nd Owner,Petrol,MH-02,"18,672/month","9,81,000","Mulund, Mumbai"
592,2015 Skoda Rapid,1.5 TDI AT STYLE PLUS,Automatic,"93,813 km",1st Owner,Diesel,MH-47,"10,792/month","5,52,000","Goregaon, Mumbai"
593,2014 Maruti Swift,VXI,Manual,"26,813 km",1st Owner,Petrol,MH-02,"7,761/month","3,97,000","Rupa Renaissance, Navi Mumbai"
594,2013 Honda Brio,VX AT,Automatic,"25,784 km",2nd Owner,Petrol,MH-02,"6,608/month","3,38,000","Rupa Renaissance, Navi Mumbai"
595,2015 Hyundai Creta,SX PLUS AT 1.6 DIESEL,Automatic,"55,603 km",3rd Owner,Diesel,MH-03,"15,265/month","8,02,000","Goregaon, Mumbai"
596,2013 Maruti Wagon R 1.0,VXI,Manual,"39,705 km",2nd Owner,Petrol,MH-05,"5,005/month","2,56,000","Goregaon, Mumbai"
597,2013 Toyota Etios Liva,G,Manual,"95,597 km",2nd Owner,Petrol,MH-04,"5,259/month","2,69,000","Rupa Renaissance, Navi Mumbai"
598,2016 Hyundai Verna,FLUIDIC 1.6 CRDI SX 4S,Manual,"77,302 km",1st Owner,Diesel,MH-04,"12,414/month","6,35,000","Mulund, Mumbai"
599,2017 Hyundai Grand i10,SPORTZ AT 1.2 KAPPA VTVT,Automatic,"83,663 km",1st Owner,Petrol,MH-47,"9,149/month","4,68,000","Rupa Renaissance, Navi Mumbai"
600,2017 Maruti Alto 800,VXI,Manual,"49,774 km",2nd Owner,Petrol,MH-15,"5,357/month","2,74,000","Mulund, Mumbai"
601,2018 Mahindra XUV500,W7,Manual,"91,080 km",1st Owner,Diesel,MH-02,"18,653/month","9,80,000","Goregaon, Mumbai"
602,2016 Volkswagen Vento,HIGHLINE PETROL AT,Automatic,"63,926 km",1st Owner,Petrol,MH-01,"11,750/month","6,01,000","Goregaon, Mumbai"
603,2012 Maruti Wagon R 1.0,VXI,Manual,"64,173 km",2nd Owner,Petrol,MH-05,"4,536/month","2,32,000","Rupa Renaissance, Navi Mumbai"
604,2021 Toyota URBAN CRUISER,PREMIUM GRADE AT,Automatic,"38,893 km",1st Owner,Petrol,MH-47,"19,262/month","10,12,000","Mulund, Mumbai"
605,2015 Maruti Wagon R 1.0,VXI,Manual,"74,759 km",1st Owner,Petrol,MH-05,"6,295/month","3,22,000","Rupa Renaissance, Navi Mumbai"
606,2014 Maruti Ertiga,VXI CNG,Manual,"85,406 km",2nd Owner,CNG,MH-01,"13,118/month","6,71,000","Mulund, Mumbai"
607,2012 Maruti Wagon R 1.0,LXI CNG,Manual,"58,273 km",2nd Owner,CNG,MH-04,"5,591/month","2,86,000","Mulund, Mumbai"
608,2015 Maruti Alto 800,LXI,Manual,"44,492 km",1st Owner,Petrol,MH-02,"4,946/month","2,53,000","Goregaon, Mumbai"
