,Car Title,Car Model,Car Transmission,Car km,Car Owner,Car Fuel type,Car Registration,Car price per month,Car Price,Car Location
174,2015 Honda Amaze,1.2L I-VTEC S,Manual,"1,02,249 km",2nd Owner,Petrol,TN-11,"7,898/month","4,04,000","Navalur
"
175,2015 Maruti Ciaz,ZXI+,Manual,"89,570 km",1st Owner,Petrol,TN-14,"11,671/month","5,97,000","Thiruverkadu, Chennai
"
176,2018 Tata NEXON,XM PETROL,Manual,"85,941 km",2nd Owner,Petrol,TN-14,"12,981/month","6,64,000","Thiruverkadu, Chennai
"
177,2022 Tata NEXON,XZ PLUS (HS) PETROL,Manual,"5,256 km",1st Owner,Petrol,TN-05,"20,366/month","10,70,000","Thiruverkadu, Chennai
"
178,2021 Hyundai NEW I20 N LINE,N8 1.0 TURBO GDI DCT,Automatic,"28,476 km",1st Owner,Petrol,TN-12,"20,500/month","10,77,000","Thiruverkadu, Chennai
"
179,2015 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"55,161 km",3rd Owner,Petrol,TN-14,"8,192/month","4,19,000","Thiruverkadu, Chennai
"
180,2020 Maruti Baleno,ALPHA CVT PETROL 1.2,Automatic,"37,675 km",2nd Owner,Petrol,TN-13,"14,995/month","7,67,000","Thiruverkadu, Chennai
"
181,2013 Honda City,1.5L I-VTEC S AT,Automatic,"1,08,898 km",2nd Owner,Petrol,TN-01,"8,524/month","4,36,000","Navalur
"
182,2016 Hyundai Elite i20,SPORTZ 1.2,Manual,"38,919 km",3rd Owner,Petrol,TN-06,"11,046/month","5,65,000","Thiruverkadu, Chennai
"
183,2021 Hyundai VENUE,SX 1.0 TURBO,Manual,"50,486 km",1st Owner,Petrol,TN-07,"17,740/month","9,32,000","Thiruverkadu, Chennai
"
184,2022 Tata PUNCH,ADVENTURE MT,Manual,"36,035 km",1st Owner,Petrol,TN-73,"13,822/month","7,07,000","Thiruverkadu, Chennai
"
185,2018 Tata Tiago,XZ PLUS DIESEL,Manual,"85,984 km",1st Owner,Diesel,TN-31,"10,049/month","5,14,000","Navalur
"
186,2017 Maruti Ciaz,ALPHA 1.4 PETROL,Manual,"1,04,073 km",2nd Owner,Petrol,TN-06,"11,320/month","5,79,000","Thiruverkadu, Chennai
"
187,2021 Maruti Swift,VXI,Manual,"42,481 km",1st Owner,Petrol,TN-22,"13,118/month","6,71,000","Thiruverkadu, Chennai
"
188,2012 Hyundai i10,MAGNA 1.2,Manual,"93,968 km",1st Owner,Petrol,TN-10,"6,021/month","3,08,000","Navalur
"
189,2017 Maruti Dzire,VXI,Manual,"80,281 km",1st Owner,Petrol,TN-10,"12,043/month","6,16,000","Navalur
"
190,2017 Honda City,1.5L I-VTEC V MT,Manual,"40,021 km",1st Owner,Petrol,TN-07,"15,284/month","8,03,000","Thiruverkadu, Chennai
"
191,2012 Maruti Swift,VDI,Manual,"81,178 km",3rd Owner,Diesel,TN-11,"7,976/month","4,08,000","Thiruverkadu, Chennai
"
192,2021 Renault TRIBER,RXZ,Manual,"22,443 km",1st Owner,Petrol,TN-48,"14,663/month","7,50,000","Navalur
"
193,2019 Maruti Celerio X,VXI (O),Manual,"85,140 km",1st Owner,Petrol,TN-20,"8,133/month","4,16,000","Navalur
"
194,2018 Maruti Baleno,ALPHA CVT PETROL 1.2,Automatic,"53,631 km",1st Owner,Petrol,TN-09,"12,473/month","6,38,000","Navalur
"
195,2018 Hyundai Eon,MAGNA +,Manual,"57,231 km",2nd Owner,Petrol,TN-19,"6,647/month","3,40,000","Thiruverkadu, Chennai
"
196,2021 Maruti Celerio,VXI,Manual,"21,107 km",1st Owner,Petrol,TN-09,"9,931/month","5,08,000","Thiruverkadu, Chennai
"
197,2019 Maruti New Wagon-R,VXI 1.0 AMT,Automatic,"45,161 km",2nd Owner,Petrol,TN-05,"10,557/month","5,40,000","Thiruverkadu, Chennai
"
198,2016 Tata Tiago,XZ PETROL,Manual,"62,518 km",1st Owner,Petrol,TN-13,"8,446/month","4,32,000","Thiruverkadu, Chennai
"
199,2022 Hyundai ALCAZAR,PLATINUM 1.5 MT 7STR,Manual,"3,938 km",1st Owner,Diesel,TN-05,"38,696/month","20,33,000","Navalur
"
200,2014 Honda Amaze,1.2L I-VTEC VX AT,Automatic,"75,011 km",2nd Owner,Petrol,TN-09,"8,348/month","4,27,000","Thiruverkadu, Chennai
"
201,2017 Maruti Baleno,ZETA PETROL 1.2,Manual,"1,21,933 km",1st Owner,Petrol,TN-24,"10,674/month","5,46,000","Thiruverkadu, Chennai
"
202,2013 Maruti Wagon R 1.0,VXI,Manual,"94,581 km",2nd Owner,Petrol,TN-04,"6,158/month","3,15,000","Navalur
"
203,2022 Volkswagen TAIGUN,TOPLINE 1.0 TSI MT,Manual,"4,977 km",1st Owner,Petrol,TN-07,"29,731/month","15,62,000","Navalur
"
204,2021 Maruti Dzire,ZXI,Manual,"63,274 km",1st Owner,Petrol,TN-19,"14,428/month","7,38,000","Navalur
"
205,2016 Hyundai i20 Active,1.2 SX,Manual,"75,172 km",1st Owner,Petrol,TN-14,"11,808/month","6,04,000","Thiruverkadu, Chennai
"
206,2021 Datsun Redi Go,A,Manual,"14,811 km",1st Owner,Petrol,TN-14,"7,976/month","4,08,000","Navalur
"
207,2016 Maruti Baleno,ALPHA DIESEL 1.3,Manual,"77,603 km",1st Owner,Diesel,TN-07,"12,590/month","6,44,000","Thiruverkadu, Chennai
"
208,2020 Renault Kwid,RXT 0.8,Manual,"47,464 km",1st Owner,Petrol,TN-73,"8,289/month","4,24,000","Thiruverkadu, Chennai
"
209,2020 Ford Ecosport,TITANIUM + 1.5L PETROL AT,Automatic,"30,015 km",3rd Owner,Petrol,TN-11,"16,712/month","8,78,000","Thiruverkadu, Chennai
"
210,2018 Ford FREESTYLE,TITANIUM PLUS 1.2 PETROL,Manual,"33,256 km",1st Owner,Petrol,TN-57,"12,493/month","6,39,000","Thiruverkadu, Chennai
"
211,2017 Maruti Celerio,VXI AMT (O),Automatic,"97,445 km",2nd Owner,Petrol,TN-02,"8,016/month","4,10,000","Navalur
"
212,2019 Honda Amaze,1.2L I-VTEC S,Manual,"37,778 km",2nd Owner,Petrol,TN-73,"12,375/month","6,33,000","Thiruverkadu, Chennai
"
213,2010 Maruti Wagon R 1.0,VXI,Manual,"80,320 km",1st Owner,Petrol,TN-07,"5,670/month","2,90,000","Thiruverkadu, Chennai
"
214,2021 Nissan MAGNITE,XL TURBO CVT,Automatic,"17,708 km",1st Owner,Petrol,TN-07,"16,103/month","8,46,000","Navalur
"
215,2019 Tata Tiago,XZ PLUS PETROL,Manual,"51,848 km",1st Owner,Petrol,TN-12,"9,912/month","5,07,000","Navalur
"
216,2018 Maruti Baleno,RS 1.0 PETROL,Manual,"69,269 km",1st Owner,Petrol,TN-21,"13,138/month","6,72,000","Navalur
"
217,2018 Datsun Go Plus,T,Manual,"17,003 km",1st Owner,Petrol,TN-14,"8,446/month","4,32,000","Thiruverkadu, Chennai
"
218,2018 Hyundai Elite i20,ASTA 1.2 DUAL TONE,Manual,"76,839 km",1st Owner,Petrol,TN-22,"12,629/month","6,46,000","Navalur
"
219,2021 Renault Kwid,RXT 1.0 (O),Manual,"37,004 km",1st Owner,Petrol,TN-05,"9,873/month","5,05,000","Thiruverkadu, Chennai
"
220,2014 Hyundai Elite i20,ASTA 1.2,Manual,"83,423 km",2nd Owner,Petrol,TN-14,"9,814/month","5,02,000","Thiruverkadu, Chennai
"
221,2018 Nissan Micra Active,XV SAFETY PACK,Manual,"47,009 km",1st Owner,Petrol,TN-09,"8,719/month","4,46,000","Navalur
"
222,2019 Renault Kwid,RXT 1.0 (O),Manual,"33,573 km",1st Owner,Petrol,TN-13,"8,407/month","4,30,000","Navalur
"
223,2019 Maruti Baleno,ZETA PETROL 1.2,Manual,"59,261 km",1st Owner,Petrol,TN-83,"13,216/month","6,76,000","Thiruverkadu, Chennai
"
224,2019 Maruti Celerio,VXI AMT (O),Automatic,"31,795 km",3rd Owner,Petrol,TN-05,"9,560/month","4,89,000","Thiruverkadu, Chennai
"
225,2016 Maruti Celerio,ZXI (O),Manual,"99,615 km",1st Owner,Petrol,TN-85,"7,898/month","4,04,000","Thiruverkadu, Chennai
"
226,2020 Renault TRIBER,RXZ,Manual,"76,898 km",1st Owner,Petrol,TN-12,"13,372/month","6,84,000","Thiruverkadu, Chennai
"
227,2017 Maruti Swift Dzire,VXI,Manual,"1,19,975 km",1st Owner,Petrol,TN-10,"10,440/month","5,34,000","Thiruverkadu, Chennai
"
228,2021 Maruti Ciaz,ZETA 1.5 SHVS MT PETROL,Manual,"31,445 km",1st Owner,Petrol,TN-02,"17,112/month","8,99,000","Thiruverkadu, Chennai
"
229,2018 Volkswagen Polo,HIGHLINE PLUS 1.5 16 ALLOY,Manual,"1,06,275 km",2nd Owner,Diesel,TN-07,"14,682/month","7,51,000","Navalur
"
230,2019 Hyundai Grand i10,ASTA 1.2 KAPPA VTVT,Manual,"12,205 km",1st Owner,Petrol,TN-01,"11,926/month","6,10,000","Thiruverkadu, Chennai
"
231,2016 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"97,522 km",2nd Owner,Petrol,TN-19,"8,563/month","4,38,000","Thiruverkadu, Chennai
"
232,2020 Maruti Swift,VXI,Manual,"76,419 km",1st Owner,Petrol,TN-11,"11,789/month","6,03,000","Thiruverkadu, Chennai
"
233,2021 Tata NEXON,XZ PLUS (O) PETROL,Manual,"16,318 km",1st Owner,Petrol,TN-11,"18,844/month","9,90,000","Navalur
"
234,2016 Maruti Ciaz,ZDI+ SHVS,Manual,"84,068 km",2nd Owner,Diesel,TN-12,"13,490/month","6,90,000","Thiruverkadu, Chennai
"
235,2021 Datsun Redi Go,T (O),Manual,"49,254 km",1st Owner,Petrol,TN-12,"7,879/month","4,03,000","Thiruverkadu, Chennai
"
236,2017 Maruti Wagon R 1.0,VXI AMT,Automatic,"20,973 km",3rd Owner,Petrol,TN-21,"8,856/month","4,53,000","Thiruverkadu, Chennai
"
237,2019 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"40,091 km",1st Owner,Petrol,TN-14,"10,577/month","5,41,000","Thiruverkadu, Chennai
"
238,2016 Honda City,1.5L I-DTEC V,Manual,"64,236 km",1st Owner,Diesel,TN-14,"14,076/month","7,20,000","Navalur
"
239,2015 Maruti Wagon R Stingray,VXI,Manual,"79,063 km",2nd Owner,Petrol,TN-09,"7,331/month","3,75,000","Thiruverkadu, Chennai
"
240,2016 Hyundai Grand i10,ASTA (O) 1.2 KAPPA VTVT,Manual,"63,720 km",2nd Owner,Petrol,TN-05,"10,518/month","5,38,000","Thiruverkadu, Chennai
"
241,2017 Honda Jazz,1.2L I-VTEC V AT,Automatic,"28,897 km",2nd Owner,Petrol,TN-04,"12,805/month","6,55,000","Navalur
"
242,2020 Tata Tiago,XZ PLUS PETROL,Manual,"31,679 km",1st Owner,Petrol,TN-22,"11,515/month","5,89,000","Thiruverkadu, Chennai
"
243,2015 Maruti Swift,ZXI,Manual,"37,477 km",2nd Owner,Petrol,TN-07,"9,892/month","5,06,000","Thiruverkadu, Chennai
"
244,2016 Tata Tiago,XZ PETROL,Manual,"70,076 km",1st Owner,Petrol,TN-14,"8,328/month","4,26,000","Navalur
"
245,2022 Maruti Baleno,ZETA PETROL 1.2,Manual,"6,951 km",1st Owner,Petrol,TN-06,"16,464/month","8,65,000","Thiruverkadu, Chennai
"
246,2014 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"1,04,279 km",1st Owner,Petrol,TN-18,"7,488/month","3,83,000","Thiruverkadu, Chennai
"
247,2022 Tata TIAGO NRG,XZ AMT,Automatic,"4,939 km",1st Owner,Petrol,TN-14,"14,604/month","7,47,000","Thiruverkadu, Chennai
"
248,2016 Maruti Swift Dzire,VXI (O),Manual,"56,176 km",1st Owner,Petrol,TN-09,"10,225/month","5,23,000","Navalur
"
249,2018 Tata TIGOR,XZA PETROL,Automatic,"53,612 km",2nd Owner,Petrol,TN-02,"10,909/month","5,58,000","Navalur
"
250,2017 Maruti Dzire,ZXI PLUS AMT,Automatic,"51,252 km",1st Owner,Petrol,TN-12,"13,255/month","6,78,000","Navalur
"
251,2014 Hyundai Elite i20,ASTA 1.2,Manual,"55,940 km",2nd Owner,Petrol,TN-10,"10,127/month","5,18,000","Thiruverkadu, Chennai
"
252,2016 Maruti Vitara Brezza,ZDI,Manual,"66,211 km",1st Owner,Diesel,TN-01,"15,456/month","8,12,000","Navalur
"
253,2020 Honda Amaze,1.2L I-VTEC VX,Manual,"34,329 km",1st Owner,Petrol,TN-12,"15,288/month","7,82,000","Navalur
"
254,2021 Maruti Swift,VXI,Manual,"48,979 km",1st Owner,Petrol,TN-11,"14,017/month","7,17,000","Thiruverkadu, Chennai
"
255,2019 Datsun Go,A Optional,Manual,"85,674 km",1st Owner,Petrol,TN-77,"7,976/month","4,08,000","Navalur
"
256,2017 Honda WR-V,1.2L I-VTEC VX MT,Manual,"42,375 km",2nd Owner,Petrol,TN-09,"15,582/month","7,97,000","Navalur
"
257,2017 Honda Jazz,1.2L I-VTEC VX,Manual,"78,880 km",2nd Owner,Petrol,TN-01,"11,359/month","5,81,000","Thiruverkadu, Chennai
"
258,2014 Honda Amaze,1.2L I-VTEC VX,Manual,"62,721 km",2nd Owner,Petrol,TN-02,"8,856/month","4,53,000","Thiruverkadu, Chennai
"
259,2017 Hyundai Verna,1.6 CRDI SX (O) AT,Automatic,"76,165 km",1st Owner,Diesel,TN-04,"17,740/month","9,32,000","Navalur
"
260,2022 Skoda SLAVIA,STYLE 1.5L TSI DSG,Automatic,"27,524 km",1st Owner,Petrol,TN-19,"34,909/month","18,34,000","Thiruverkadu, Chennai
"
261,2021 Hyundai NEW SANTRO,SPORTZ MT,Manual,"14,109 km",2nd Owner,Petrol,TN-85,"10,362/month","5,30,000","Thiruverkadu, Chennai
"
262,2021 Maruti Ciaz,ZETA 1.5 SHVS MT PETROL,Manual,"18,326 km",1st Owner,Petrol,TN-01,"17,816/month","9,36,000","Thiruverkadu, Chennai
"
263,2019 Tata TIGOR,XZA PLUS PETROL,Automatic,"17,960 km",2nd Owner,Petrol,TN-31,"12,160/month","6,22,000","Thiruverkadu, Chennai
"
264,2017 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"54,505 km",2nd Owner,Petrol,TN-06,"10,596/month","5,42,000","Navalur
"
265,2018 Datsun Go Plus,T,Manual,"44,386 km",1st Owner,Petrol,TN-45,"8,270/month","4,23,000","Thiruverkadu, Chennai
"
266,2020 Renault Kwid,RXT 1.0 (O),Manual,"44,402 km",1st Owner,Petrol,TN-70,"8,739/month","4,47,000","Navalur
"
267,2017 Hyundai New Elantra,2.0 SX(O) AT PETROL,Automatic,"1,08,463 km",1st Owner,Petrol,TN-88,"19,110/month","10,04,000","Thiruverkadu, Chennai
"
268,2016 Maruti Celerio,VXI AMT (O),Automatic,"31,653 km",2nd Owner,Petrol,TN-11,"8,700/month","4,45,000","Thiruverkadu, Chennai
"
269,2016 Maruti Baleno,DELTA CVT PETROL 1.2,Automatic,"72,404 km",2nd Owner,Petrol,TN-18,"10,362/month","5,30,000","Thiruverkadu, Chennai
"
270,2018 Ford Ecosport,TITANIUM 1.5L PETROL,Manual,"70,038 km",1st Owner,Petrol,TN-05,"15,551/month","8,17,000","Thiruverkadu, Chennai
"
271,2020 Tata NEXON,XZA PLUS (O) DIESEL DUAL TONE,Automatic,"36,434 km",1st Owner,Diesel,TN-14,"20,366/month","10,70,000","Navalur
"
272,2018 Hyundai Xcent,SX 1.2 CRDI,Manual,"63,155 km",2nd Owner,Diesel,TN-07,"12,551/month","6,42,000","Thiruverkadu, Chennai
"
273,2019 Renault Kwid,RXT 1.0 (O),Manual,"55,415 km",1st Owner,Petrol,TN-11,"8,407/month","4,30,000","Navalur
"
274,2015 Maruti Swift,VXI,Manual,"53,927 km",1st Owner,Petrol,TN-13,"9,795/month","5,01,000","Thiruverkadu, Chennai
"
275,2016 Honda Amaze,1.2L I-VTEC S AT,Automatic,"49,682 km",1st Owner,Petrol,TN-14,"10,577/month","5,41,000","Thiruverkadu, Chennai
"
276,2017 Hyundai Creta,SX PLUS 1.6 PETROL DUAL TONE,Manual,"55,927 km",1st Owner,Petrol,TN-22,"17,359/month","9,12,000","Thiruverkadu, Chennai
"
277,2018 Maruti Dzire,VDI AMT,Automatic,"93,745 km",1st Owner,Diesel,TN-10,"13,509/month","6,91,000","Thiruverkadu, Chennai
"
278,2015 Ford Ecosport,TITANIUM 1.5L DIESEL (OPT),Manual,"1,06,498 km",2nd Owner,Diesel,TN-14,"10,440/month","5,34,000","Navalur
"
279,2015 Hyundai Grand i10,ASTA 1.2 KAPPA VTVT,Manual,"1,16,448 km",1st Owner,Petrol,TN-09,"7,879/month","4,03,000","Thiruverkadu, Chennai
"
280,2022 Maruti IGNIS,ALPHA 1.2 AMT,Automatic,"33,250 km",1st Owner,Petrol,TN-14,"15,112/month","7,73,000","Thiruverkadu, Chennai
"
281,2014 Honda Amaze,1.2L I-VTEC VX,Manual,"76,597 km",2nd Owner,Petrol,TN-22,"8,192/month","4,19,000","Navalur
"
282,2016 Hyundai Elite i20,SPORTZ 1.2,Manual,"61,009 km",1st Owner,Petrol,TN-21,"10,987/month","5,62,000","Navalur
"
283,2021 Tata PUNCH,CREATIVE  AMT,Automatic,"9,664 km",1st Owner,Petrol,TN-01,"15,775/month","8,28,800","Thiruverkadu, Chennai
"
284,2016 Maruti Swift,VDI ABS,Manual,"86,215 km",1st Owner,Diesel,TN-11,"11,535/month","5,90,000","Thiruverkadu, Chennai
"
285,2017 Maruti Celerio,ZXI AMT (O),Automatic,"30,623 km",1st Owner,Petrol,TN-02,"9,345/month","4,78,000","Thiruverkadu, Chennai
"
286,2020 Honda City,1.5L I-VTEC VX,Manual,"37,481 km",2nd Owner,Petrol,TN-12,"20,557/month","10,80,000","Thiruverkadu, Chennai
"
287,2022 Tata Tiago,XT PETROL,Manual,"8,919 km",1st Owner,Petrol,TN-13,"12,649/month","6,47,000","Thiruverkadu, Chennai
"
288,2022 Tata Tiago,XT CNG,Manual,"18,551 km",1st Owner,CNG,TN-11,"14,311/month","7,32,000","Navalur
"
289,2021 Renault Duster,RXZ CVT 1.3 TURBO,Automatic,"12,441 km",1st Owner,Petrol,TN-23,"24,820/month","13,04,000","Thiruverkadu, Chennai
"
290,2018 Tata TIGOR,XZA PETROL,Automatic,"39,542 km",2nd Owner,Petrol,TN-14,"10,987/month","5,62,000","Thiruverkadu, Chennai
"
291,2020 Volkswagen Vento,HIGHLINE PLUS 1.0L TSI AT,Automatic,"38,464 km",2nd Owner,Petrol,TN-72,"19,738/month","10,37,000","Navalur
"
292,2016 Hyundai Elite i20,ASTA 1.2 (O),Manual,"47,045 km",1st Owner,Petrol,TN-20,"11,906/month","6,09,000","Navalur
"
293,2016 Hyundai Elite i20,ASTA 1.2 (O),Manual,"34,460 km",1st Owner,Petrol,TN-01,"12,258/month","6,27,000","Thiruverkadu, Chennai
"
294,2022 Tata NEXON,XZ PLUS (PREMIUM) DIESEL DUAL TONE,Manual,"16,159 km",1st Owner,Diesel,TN-09,"23,793/month","12,50,000","Navalur
"
295,2021 Datsun Redi Go,T (O),Manual,"14,135 km",1st Owner,Petrol,TN-05,"8,211/month","4,20,000","Navalur
"
296,2016 Honda Brio,VX MT,Manual,"1,01,067 km",2nd Owner,Petrol,TN-68,"7,644/month","3,91,000","Navalur
"
297,2015 Hyundai Eon,ERA +,Manual,"98,204 km",1st Owner,Petrol,TN-03,"5,865/month","3,00,000","Thiruverkadu, Chennai
"
298,2017 Honda City,1.5L I-VTEC V MT,Manual,"91,841 km",1st Owner,Petrol,TN-87,"13,920/month","7,12,000","Navalur
"
299,2018 Hyundai Elite i20,SPORTZ 1.2,Manual,"97,326 km",1st Owner,Petrol,TN-11,"11,359/month","5,81,000","Thiruverkadu, Chennai
"
300,2019 Datsun Go,T CVT,Automatic,"29,708 km",1st Owner,Petrol,TN-31,"9,208/month","4,71,000","Navalur
"
301,2021 Renault Kiger,RXZ 1.0 TURBO MT,Manual,"36,390 km",1st Owner,Petrol,TN-23,"16,198/month","8,51,000","Navalur
"
302,2020 Tata Tiago,XZA PLUS DUAL TONE PETROL,Automatic,"12,011 km",1st Owner,Petrol,TN-74,"13,216/month","6,76,000","Navalur
"
303,2012 Maruti Swift,VXI,Manual,"46,051 km",2nd Owner,Petrol,TN-09,"8,348/month","4,27,000","Thiruverkadu, Chennai
"
304,2019 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"16,561 km",2nd Owner,Petrol,TN-70,"11,339/month","5,80,000","Thiruverkadu, Chennai
"
305,2020 Tata TIGOR,XZ PLUS PETROL,Manual,"34,935 km",1st Owner,Petrol,TN-73,"12,903/month","6,60,000","Thiruverkadu, Chennai
"
306,2020 Tata TIGOR,XZ PETROL,Manual,"19,935 km",1st Owner,Petrol,TN-37,"12,981/month","6,64,000","Thiruverkadu, Chennai
"
307,2016 Hyundai Creta,SX PLUS AT 1.6 PETROL,Automatic,"85,781 km",1st Owner,Petrol,TN-05,"17,778/month","9,34,000","Navalur
"
308,2016 Maruti Wagon R 1.0,VXI OPT,Manual,"16,308 km",1st Owner,Petrol,TN-13,"8,719/month","4,46,000","Thiruverkadu, Chennai
"
309,2018 Honda City,1.5L I-VTEC VX CVT,Automatic,"35,821 km",2nd Owner,Petrol,TN-05,"17,987/month","9,45,000","Thiruverkadu, Chennai
"
310,2017 Honda WR-V,1.2L I-VTEC VX MT,Manual,"55,435 km",1st Owner,Petrol,TN-22,"15,327/month","7,84,000","Thiruverkadu, Chennai
"
311,2019 Hyundai NEW SANTRO,MAGNA,Manual,"46,851 km",1st Owner,Petrol,TN-07,"8,993/month","4,60,000","Navalur
"
312,2020 Maruti Ciaz,DELTA 1.5 SHVS MT PETROL,Manual,"34,904 km",1st Owner,Petrol,TN-64,"15,874/month","8,34,000","Navalur
"
313,2021 Ford New Figo,TITANIUM PLUS 1.2 PETROL AT,Automatic,"13,923 km",1st Owner,Petrol,TN-07,"15,073/month","7,71,000","Thiruverkadu, Chennai
"
314,2018 Ford Ecosport,TITANIUM 1.5L DIESEL,Manual,"42,917 km",1st Owner,Diesel,TN-04,"15,760/month","8,28,000","Navalur
"
315,2021 Renault Kwid,CLIMBER 1.0 AMT (O),Automatic,"16,172 km",1st Owner,Petrol,TN-10,"10,401/month","5,32,000","Thiruverkadu, Chennai
"
316,2017 Hyundai Eon,MAGNA +,Manual,"41,291 km",1st Owner,Petrol,TN-05,"6,843/month","3,50,000","Thiruverkadu, Chennai
"
317,2013 Maruti Swift,VXI,Manual,"85,750 km",3rd Owner,Petrol,TN-07,"8,172/month","4,18,000","Thiruverkadu, Chennai
"
318,2016 Volkswagen Ameo,HIGHLINE1.5L,Manual,"1,11,610 km",1st Owner,Diesel,TN-04,"10,557/month","5,40,000","Navalur
"
319,2014 Hyundai Grand i10,ASTA 1.1 CRDI (O),Manual,"94,278 km",1st Owner,Diesel,TN-11,"8,113/month","4,15,000","Thiruverkadu, Chennai
"
320,2017 Honda WR-V,1.2L I-VTEC VX MT,Manual,"43,841 km",2nd Owner,Petrol,TN-14,"14,076/month","7,20,000","Navalur
"
321,2021 KIA SELTOS,GTX PLUS AT 1.5 DIESEL,Automatic,"76,664 km",1st Owner,Diesel,TN-03,"31,197/month","16,39,000","Thiruverkadu, Chennai
"
322,2013 Honda Amaze,1.2L I-VTEC S,Manual,"71,980 km",2nd Owner,Petrol,TN-72,"7,996/month","4,09,000","Navalur
"
323,2016 Maruti Swift Dzire,ZDI AMT,Automatic,"73,341 km",2nd Owner,Diesel,TN-14,"12,395/month","6,34,000","Navalur
"
324,2020 Ford Ecosport,TREND 1.5L PETROL,Manual,"27,062 km",1st Owner,Petrol,TN-13,"15,327/month","7,84,000","Thiruverkadu, Chennai
"
325,2018 Honda Amaze,1.2L I-VTEC V CVT,Automatic,"36,998 km",2nd Owner,Petrol,TN-07,"14,057/month","7,19,000","Thiruverkadu, Chennai
"
326,2021 Volkswagen TAIGUN,GT PLUS 1.5 TSI DSG,Automatic,"18,655 km",1st Owner,Petrol,TN-04,"31,844/month","16,73,000","Thiruverkadu, Chennai
"
327,2017 Volkswagen Ameo,HIGHLINE1.2L,Manual,"84,005 km",1st Owner,Petrol,TN-22,"11,378/month","5,82,000","Thiruverkadu, Chennai
"
328,2016 Honda Jazz,1.2L I-VTEC V AT,Automatic,"96,184 km",2nd Owner,Petrol,TN-09,"11,163/month","5,71,000","Thiruverkadu, Chennai
"
329,2019 Datsun Go Plus,T,Manual,"62,493 km",2nd Owner,Petrol,TN-85,"9,873/month","5,05,000","Thiruverkadu, Chennai
"
330,2019 Honda Jazz,1.2L I-VTEC VX CVT,Automatic,"36,032 km",2nd Owner,Petrol,TN-10,"14,799/month","7,57,000","Thiruverkadu, Chennai
"
331,2021 Ford Ecosport,TITANIUM 1.5L PETROL,Manual,"15,604 km",1st Owner,Petrol,TN-13,"16,883/month","8,87,000","Thiruverkadu, Chennai
"
332,2012 Maruti Swift,VXI,Manual,"92,850 km",1st Owner,Petrol,TN-22,"7,918/month","4,05,000","Navalur
"
333,2017 Maruti Wagon R 1.0,VXI AMT,Automatic,"37,554 km",1st Owner,Petrol,TN-11,"8,895/month","4,55,000","Navalur
"
334,2020 Renault Kwid,RXT 1.0 AMT (O),Automatic,"15,915 km",1st Owner,Petrol,TN-06,"10,323/month","5,28,000","Thiruverkadu, Chennai
"
335,2017 Maruti Baleno,DELTA CVT PETROL 1.2,Automatic,"73,369 km",2nd Owner,Petrol,TN-11,"10,870/month","5,56,000","Thiruverkadu, Chennai
"
336,2016 Maruti Baleno,DELTA PETROL 1.2,Manual,"81,484 km",2nd Owner,Petrol,TN-05,"10,362/month","5,30,000","Thiruverkadu, Chennai
"
337,2019 Volkswagen Vento,HIGHLINE PLUS 1.2 AT 16 ALLOY,Automatic,"67,433 km",1st Owner,Petrol,TN-49,"18,501/month","9,72,000","Navalur
"
338,2022 Renault Kwid,RXT 1.0,Manual,"18,596 km",1st Owner,Petrol,TN-12,"10,264/month","5,25,000","Thiruverkadu, Chennai
"
339,2020 Honda Amaze,1.2L I-VTEC S,Manual,"1,03,249 km",1st Owner,Petrol,TN-13,"13,509/month","6,91,000","Thiruverkadu, Chennai
"
340,2016 Maruti Swift Dzire,VXI,Manual,"96,573 km",1st Owner,Petrol,TN-22,"10,342/month","5,29,000","Navalur
"
341,2017 Honda City,1.5L I-VTEC VX CVT,Automatic,"66,967 km",2nd Owner,Petrol,TN-02,"15,741/month","8,27,000","Thiruverkadu, Chennai
"
342,2020 Tata NEXON,XZA PLUS (O) PETROL,Automatic,"42,036 km",2nd Owner,Petrol,TN-11,"18,482/month","9,71,000","Thiruverkadu, Chennai
"
343,2016 Honda Amaze,1.2L I-VTEC S,Manual,"1,21,054 km",1st Owner,Petrol,TN-04,"9,345/month","4,78,000","Thiruverkadu, Chennai
"
344,2016 Hyundai Grand i10,ASTA (O) 1.2 KAPPA VTVT,Manual,"69,731 km",1st Owner,Petrol,TN-07,"10,186/month","5,21,000","Navalur
"
345,2017 Honda City,1.5L I-VTEC V MT,Manual,"61,279 km",2nd Owner,Petrol,TN-12,"14,917/month","7,63,000","Thiruverkadu, Chennai
"
346,2019 Honda Amaze,1.5L I-DTEC V,Manual,"95,141 km",1st Owner,Diesel,TN-18,"14,682/month","7,51,000","Navalur
"
347,2016 Hyundai Elite i20,SPORTZ 1.2,Manual,"94,348 km",2nd Owner,Petrol,TN-04,"10,401/month","5,32,000","Thiruverkadu, Chennai
"
