,Car Title,Car Model,Car Transmission,Car km,Car Owner,Car Fuel type,Car Registration,Car price per month,Car Price,Car Location
166,2018 Hyundai Elite i20,ASTA 1.2 (O),Manual,"91,609 km",2nd Owner,Petrol,TS-07,"13,881/month","7,10,000","Attapur, Hyderabad"
167,2013 Hyundai i10,SPORTZ 1.2,Manual,"1,11,198 km",1st Owner,Petrol,AP-36,"6,393/month","3,27,000","Kompally, Hyderabad"
168,2021 Hyundai NEW I20,SPORTZ 1.5 MT,Manual,"97,621 km",1st Owner,Diesel,TS-01,"15,760/month","8,28,000","Bachupally, Hyderabad"
169,2017 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"39,595 km",1st Owner,Petrol,TS-07,"10,107/month","5,17,000","Kompally, Hyderabad"
170,2019 Tata Tiago,XZ PLUS DUAL TONE DIESEL,Manual,"51,729 km",2nd Owner,Diesel,TS-10,"11,251/month","5,75,500","Kompally, Hyderabad"
171,2018 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"40,235 km",2nd Owner,Petrol,TS-07,"9,931/month","5,08,000","Kompally, Hyderabad"
172,2018 Toyota YARIS,G CVT,Automatic,"68,950 km",2nd Owner,Petrol,TS-07,"14,330/month","7,33,000","Kompally, Hyderabad"
173,2019 Maruti Baleno,ALPHA CVT PETROL 1.2,Automatic,"31,283 km",1st Owner,Petrol,TS-10,"14,995/month","7,67,000","Kompally, Hyderabad"
174,2013 Hyundai i20,MAGNA 1.2,Manual,"35,740 km",2nd Owner,Petrol,AP-12,"8,446/month","4,32,000","Attapur, Hyderabad"
175,2018 Hyundai Elite i20,SPORTZ 1.2,Manual,"55,943 km",1st Owner,Petrol,TS-07,"13,235/month","6,77,000","Kompally, Hyderabad"
176,2017 Maruti Baleno,ZETA PETROL 1.2,Manual,"57,192 km",2nd Owner,Petrol,TS-09,"12,180/month","6,23,000","Kompally, Hyderabad"
177,2018 Tata Tiago,XZ PETROL,Manual,"57,380 km",3rd Owner,Petrol,TS-08,"9,795/month","5,01,000","Bachupally, Hyderabad"
178,2017 Maruti Baleno,DELTA PETROL 1.2,Manual,"71,974 km",1st Owner,Petrol,TS-08,"11,026/month","5,64,000","Kompally, Hyderabad"
179,2013 Hyundai i10,SPORTZ 1.2,Manual,"94,975 km",2nd Owner,Petrol,AP-28,"5,976/month","3,05,700","Attapur, Hyderabad"
180,2017 Hyundai Creta,SX PLUS AT 1.6 PETROL,Automatic,"44,545 km",2nd Owner,Petrol,TS-09,"19,262/month","10,12,000","Kompally, Hyderabad"
181,2017 Hyundai Grand i10,MAGNA AT 1.2 KAPPA VTVT,Automatic,"56,558 km",1st Owner,Petrol,TS-15,"10,362/month","5,30,000","Bachupally, Hyderabad"
182,2019 Hyundai GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,Manual,"25,467 km",1st Owner,Petrol,TS-08,"12,160/month","6,22,000","Kompally, Hyderabad"
183,2019 Honda City,ZX CVT,Automatic,"96,940 km",1st Owner,Petrol,AP-39,"17,664/month","9,28,000","Bachupally, Hyderabad"
184,2019 Hyundai GRAND I10 NIOS,SPORTZ AMT 1.2 KAPPA VTVT,Automatic,"30,203 km",1st Owner,Petrol,TS-08,"12,649/month","6,47,000","Kompally, Hyderabad"
185,2015 Honda Brio,VX MT,Manual,"82,956 km",2nd Owner,Petrol,TS-15,"6,979/month","3,57,000","Kompally, Hyderabad"
186,2016 Maruti Alto 800,LXI,Manual,"91,603 km",2nd Owner,Petrol,TS-08,"5,415/month","2,77,000","Kompally, Hyderabad"
187,2019 Maruti New Wagon-R,VXI 1.2,Manual,"79,510 km",1st Owner,Petrol,TS-07,"10,107/month","5,17,000","Kompally, Hyderabad"
188,2021 Tata Tiago,XT PETROL,Manual,"16,115 km",1st Owner,Petrol,TS-29,"11,828/month","6,05,000","Bachupally, Hyderabad"
189,2014 Hyundai Elite i20,ASTA 1.2,Manual,"63,457 km",2nd Owner,Petrol,TS-09,"10,889/month","5,57,000","Attapur, Hyderabad"
190,2022 Renault Kwid,CLIMBER MT 1.0,Manual,"6,580 km",1st Owner,Petrol,TS-07,"11,007/month","5,63,000","Attapur, Hyderabad"
191,2016 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"39,206 km",2nd Owner,Petrol,TS-07,"9,501/month","4,86,000","Bachupally, Hyderabad"
192,2019 Hyundai Creta,SX 1.6 PETROL,Manual,"63,334 km",3rd Owner,Petrol,TS-04,"19,605/month","10,30,000","Kompally, Hyderabad"
193,2013 Maruti Swift,VXI,Manual,"79,202 km",1st Owner,Petrol,AP-13,"8,035/month","4,11,000","Bachupally, Hyderabad"
194,2019 Maruti Celerio,ZXI,Manual,"35,564 km",2nd Owner,Petrol,TS-07,"9,443/month","4,83,000","Bachupally, Hyderabad"
195,2013 Hyundai Eon,MAGNA +,Manual,"91,568 km",1st Owner,Petrol,AP-13,"4,790/month","2,45,000","Attapur, Hyderabad"
196,2015 Hyundai Elite i20,SPORTZ 1.2,Manual,"94,121 km",2nd Owner,Petrol,TS-08,"10,538/month","5,39,000","Attapur, Hyderabad"
197,2021 Hyundai NEW I20,ASTA (O) 1.2 MT,Manual,"29,492 km",1st Owner,Petrol,TS-09,"18,273/month","9,60,000","Attapur, Hyderabad"
198,2016 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"28,467 km",2nd Owner,Petrol,TS-07,"9,619/month","4,92,000","Kompally, Hyderabad"
199,2013 Maruti Swift Dzire,VXI,Manual,"67,473 km",1st Owner,Petrol,AP-09,"8,837/month","4,52,000","Kompally, Hyderabad"
200,2012 Honda Brio,V MT,Manual,"90,184 km",1st Owner,Petrol,AP-28,"6,217/month","3,18,000","Kompally, Hyderabad"
201,2016 Maruti Wagon R Stingray,VXI,Manual,"87,908 km",1st Owner,Petrol,TS-13,"7,840/month","4,01,000","Attapur, Hyderabad"
202,2018 Maruti Baleno,ALPHA PETROL 1.2,Manual,"52,716 km",2nd Owner,Petrol,TS-08,"12,473/month","6,38,000","Kompally, Hyderabad"
203,2017 Hyundai Elite i20,SPORTZ 1.2,Manual,"55,563 km",2nd Owner,Petrol,TS-08,"12,121/month","6,20,000","Kompally, Hyderabad"
204,2018 Mahindra TUV300,T10,Manual,"1,10,243 km",2nd Owner,Diesel,TS-08,"15,246/month","8,01,000","Bachupally, Hyderabad"
205,2012 Hyundai i10,SPORTZ 1.2,Manual,"73,665 km",1st Owner,Petrol,AP-10,"5,885/month","3,01,000","Kompally, Hyderabad"
206,2018 Honda Jazz,1.2L I-VTEC V CVT,Automatic,"61,710 km",1st Owner,Petrol,TS-07,"12,590/month","6,44,000","Kompally, Hyderabad"
207,2013 Hyundai i10,MAGNA 1.2,Manual,"82,113 km",1st Owner,Petrol,AP-09,"6,471/month","3,31,000","Attapur, Hyderabad"
208,2018 Hyundai Grand i10,SPORTZ (O) AT 1.2 KAPPA VTVT,Automatic,"8,345 km",1st Owner,Petrol,TS-07,"12,669/month","6,48,000","Kompally, Hyderabad"
209,2021 Honda WR-V,1.2L I-VTEC SV MT,Manual,"70,226 km",1st Owner,Petrol,TS-07,"15,912/month","8,36,000","Attapur, Hyderabad"
210,2016 Hyundai Elite i20,SPORTZ 1.2,Manual,"61,060 km",2nd Owner,Petrol,TS-08,"11,554/month","5,91,000","Attapur, Hyderabad"
211,2010 Hyundai i10,SPORTZ 1.2,Manual,"83,462 km",2nd Owner,Petrol,AP-09,"5,298/month","2,71,000","Kompally, Hyderabad"
212,2022 Maruti Celerio,VXI CNG,Manual,"1,457 km",1st Owner,CNG,TS-03,"13,939/month","7,13,000","Kompally, Hyderabad"
213,2021 Tata ALTROZ,XZ PETROL,Manual,"26,893 km",1st Owner,Petrol,TS-08,"15,015/month","7,68,000","Bachupally, Hyderabad"
214,2018 Tata Tiago,XZA PETROL,Automatic,"97,982 km",1st Owner,Petrol,TS-08,"10,088/month","5,16,000","Attapur, Hyderabad"
215,2012 Honda Brio,S MT,Manual,"69,408 km",3rd Owner,Petrol,AP-09,"6,491/month","3,32,000","Kompally, Hyderabad"
216,2020 Hyundai Verna,SX (O) 1.5 CRDI,Manual,"87,893 km",1st Owner,Diesel,TS-15,"25,144/month","13,21,000","Attapur, Hyderabad"
217,2014 Hyundai Eon,D-LITE+,Manual,"64,538 km",2nd Owner,Petrol,AP-29,"5,063/month","2,59,000","Attapur, Hyderabad"
218,2011 Hyundai i10,MAGNA 1.2,Manual,"66,899 km",1st Owner,Petrol,AP-28,"5,513/month","2,82,000","Kompally, Hyderabad"
219,2019 Renault Kwid,1.0 RXT Opt,Manual,"37,465 km",1st Owner,Petrol,TS-28,"8,192/month","4,19,000","Attapur, Hyderabad"
220,2021 Datsun Redi Go,T(O),Manual,"24,021 km",1st Owner,Petrol,TS-11,"9,267/month","4,74,000","Kompally, Hyderabad"
221,2016 Hyundai Elite i20,SPORTZ 1.2,Manual,"89,224 km",2nd Owner,Petrol,TS-03,"10,968/month","5,61,000","Bachupally, Hyderabad"
222,2019 Tata NEXON,XZA PLUS DIESEL DUAL TONE,Automatic,"46,034 km",1st Owner,Diesel,TS-07,"19,072/month","10,02,000","Bachupally, Hyderabad"
223,2010 Maruti Wagon R 1.0,VXI,Manual,"67,046 km",2nd Owner,Petrol,AP-35,"5,318/month","2,72,000","Attapur, Hyderabad"
224,2020 Honda Amaze,1.2L I-VTEC VX CVT,Automatic,"50,385 km",1st Owner,Petrol,TS-07,"15,112/month","7,73,000","Attapur, Hyderabad"
225,2017 Hyundai Creta,1.6 CRDI SX PLUS AUTO,Automatic,"99,215 km",1st Owner,Diesel,TS-02,"21,299/month","11,19,000","Kompally, Hyderabad"
226,2018 Ford Ecosport,TITANIUM 1.5L PETROL,Manual,"20,858 km",1st Owner,Petrol,TS-08,"15,779/month","8,29,000","Bachupally, Hyderabad"
227,2020 Volkswagen Vento,HIGHLINE PLUS 1.0L TSI,Manual,"45,949 km",1st Owner,Petrol,TS-08,"20,271/month","10,65,000","Attapur, Hyderabad"
228,2020 Toyota Glanza,G ISG,Manual,"80,643 km",1st Owner,Petrol,TS-07,"14,115/month","7,22,000","Attapur, Hyderabad"
229,2014 Honda Brio,S MT,Manual,"64,736 km",1st Owner,Petrol,TS-10,"7,234/month","3,70,000","Kompally, Hyderabad"
230,2014 Maruti Swift,VXI,Manual,"73,889 km",1st Owner,Petrol,TS-07,"9,013/month","4,61,000","Kompally, Hyderabad"
231,2017 Hyundai Elite i20,ASTA 1.2 DUAL TONE,Manual,"72,793 km",2nd Owner,Petrol,TS-08,"12,043/month","6,16,000","Kompally, Hyderabad"
232,2016 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"34,488 km",1st Owner,Petrol,TS-13,"9,423/month","4,82,000","Bachupally, Hyderabad"
233,2013 Hyundai i10,SPORTZ 1.2,Manual,"70,282 km",2nd Owner,Petrol,AP-29,"6,119/month","3,13,000","Kompally, Hyderabad"
234,2017 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"26,678 km",2nd Owner,Petrol,TS-13,"10,068/month","5,15,000","Kompally, Hyderabad"
235,2021 Maruti Ciaz,ZETA 1.5 SHVS MT PETROL,Manual,"9,849 km",1st Owner,Petrol,TS-08,"16,883/month","8,87,000","Kompally, Hyderabad"
236,2014 Maruti Celerio,ZXI,Manual,"1,07,913 km",2nd Owner,Petrol,AP-28,"6,588/month","3,37,000","Bachupally, Hyderabad"
237,2017 Maruti Baleno,ZETA PETROL 1.2,Manual,"78,031 km",1st Owner,Petrol,TS-08,"12,864/month","6,58,000","Kompally, Hyderabad"
238,2017 Hyundai Elite i20,SPORTZ 1.2,Manual,"56,416 km",1st Owner,Petrol,TS-07,"12,356/month","6,32,000","Kompally, Hyderabad"
239,2013 Honda City,1.5L I-VTEC V MT,Manual,"30,599 km",1st Owner,Petrol,TS-07,"10,772/month","5,51,000","Bachupally, Hyderabad"
240,2018 Maruti Baleno,ALPHA CVT PETROL 1.2,Automatic,"73,224 km",2nd Owner,Petrol,TS-09,"14,389/month","7,36,000","Attapur, Hyderabad"
241,2018 Hyundai Grand i10,SPORTZ AT 1.2 KAPPA VTVT,Automatic,"52,704 km",2nd Owner,Petrol,TS-07,"11,456/month","5,86,000","Attapur, Hyderabad"
242,2014 Maruti Ritz,ZXI,Manual,"94,611 km",2nd Owner,Petrol,TS-07,"7,468/month","3,82,000","Attapur, Hyderabad"
243,2016 Maruti Celerio,VXI,Manual,"97,726 km",1st Owner,Petrol,TS-08,"7,410/month","3,79,000","Bachupally, Hyderabad"
244,2014 Maruti Celerio,VXI AMT,Automatic,"71,969 km",3rd Owner,Petrol,TS-07,"8,152/month","4,17,000","Kompally, Hyderabad"
245,2016 Hyundai Elite i20,SPORTZ 1.2,Manual,"56,346 km",2nd Owner,Petrol,TS-11,"11,496/month","5,88,000","Attapur, Hyderabad"
246,2013 Hyundai i10,MAGNA 1.1,Manual,"57,078 km",2nd Owner,Petrol,AP-13,"6,803/month","3,48,000","Kompally, Hyderabad"
247,2017 Maruti Alto 800,LXI,Manual,"52,052 km",2nd Owner,Petrol,TS-15,"5,552/month","2,84,000","Kompally, Hyderabad"
248,2018 Maruti Swift,VXI,Manual,"80,955 km",1st Owner,Petrol,TS-07,"12,102/month","6,19,000","Attapur, Hyderabad"
249,2019 Renault Captur,PLATINE DUAL TONE,Manual,"47,627 km",1st Owner,Diesel,TS-07,"18,958/month","9,96,000","Bachupally, Hyderabad"
250,2015 Maruti Ciaz,ZXI+,Manual,"1,13,815 km",1st Owner,Petrol,TS-10,"11,261/month","5,76,000","Kompally, Hyderabad"
251,2018 Maruti Swift,ZXI AMT,Automatic,"45,911 km",1st Owner,Petrol,TS-09,"13,548/month","6,93,000","Kompally, Hyderabad"
252,2019 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"24,337 km",2nd Owner,Petrol,TS-08,"10,166/month","5,20,000","Bachupally, Hyderabad"
253,2017 Maruti Alto 800,LXI O,Manual,"1,17,467 km",1st Owner,Petrol,TS-08,"6,158/month","3,15,000","Kompally, Hyderabad"
254,2018 Maruti Dzire,VXI AMT,Automatic,"39,461 km",1st Owner,Petrol,TS-07,"14,076/month","7,20,000","Kompally, Hyderabad"
255,2020 Hyundai GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT,Manual,"40,051 km",2nd Owner,Petrol,TS-07,"12,493/month","6,39,000","Bachupally, Hyderabad"
256,2019 Renault Duster,RXZ DIESEL 110,Manual,"44,416 km",1st Owner,Diesel,TS-06,"19,320/month","10,15,000","Kompally, Hyderabad"
257,2023 Maruti BREZZA,ZXI SMART HYBRID DUAL TONE,Manual,"1,457 km",1st Owner,Petrol,TS-08,"24,687/month","12,97,000","Kompally, Hyderabad"
258,2018 Renault Kwid,RXT 1.0 EASY-R  AT,Automatic,"97,709 km",1st Owner,Petrol,TS-08,"7,937/month","4,06,000","Kompally, Hyderabad"
259,2020 Maruti S Cross,ALPHA AT1.5,Automatic,"27,653 km",1st Owner,Petrol,TS-09,"19,262/month","10,12,000","Bachupally, Hyderabad"
260,2012 Maruti Alto K10,VXI,Manual,"46,939 km",1st Owner,Petrol,AP-28,"4,516/month","2,31,000","Kompally, Hyderabad"
261,2021 Ford Ecosport,TITANUIM + SE 1.5L PETROL,Manual,"14,393 km",1st Owner,Petrol,TS-09,"18,806/month","9,88,000","Kompally, Hyderabad"
262,2021 Renault Kwid,RXL 1.0,Manual,"29,828 km",1st Owner,Petrol,TS-07,"8,250/month","4,22,000","Bachupally, Hyderabad"
263,2020 Maruti Alto,LXI,Manual,"71,071 km",1st Owner,Petrol,TS-15,"6,549/month","3,35,000","Kompally, Hyderabad"
264,2020 Ford Ecosport,TITANIUM 1.5L DIESEL,Manual,"47,654 km",2nd Owner,Diesel,TS-09,"17,264/month","9,07,000","Kompally, Hyderabad"
265,2015 Hyundai Grand i10,ASTA 1.1 CRDI,Manual,"1,16,516 km",1st Owner,Diesel,TS-09,"8,328/month","4,26,000","Kompally, Hyderabad"
266,2017 Maruti Alto 800,VXI,Manual,"79,024 km",2nd Owner,Petrol,TS-12,"6,315/month","3,23,000","Kompally, Hyderabad"
267,2014 Honda City,1.5L I-VTEC V MT,Manual,"1,09,832 km",2nd Owner,Petrol,TS-07,"9,580/month","4,90,000","Kompally, Hyderabad"
268,2020 Hyundai VENUE,SX 1.0 (O) TURBO,Manual,"32,185 km",1st Owner,Petrol,TS-07,"19,015/month","9,99,000","Attapur, Hyderabad"
269,2019 Renault Kwid,RXT 1.0 EASY-R AT OPTION,Automatic,"51,237 km",2nd Owner,Petrol,TS-15,"8,348/month","4,27,000","Kompally, Hyderabad"
270,2018 Maruti IGNIS,DELTA 1.2,Manual,"39,817 km",2nd Owner,Petrol,TS-10,"9,814/month","5,02,000","Kompally, Hyderabad"
271,2018 Maruti IGNIS,DELTA 1.2,Manual,"20,034 km",1st Owner,Petrol,TS-09,"10,323/month","5,28,000","Kompally, Hyderabad"
272,2018 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"39,125 km",2nd Owner,Petrol,TS-07,"10,616/month","5,43,000","Attapur, Hyderabad"
273,2021 Hyundai NEW SANTRO,ASTA MT,Manual,"15,171 km",1st Owner,Petrol,TS-08,"11,046/month","5,65,000","Attapur, Hyderabad"
274,2019 Maruti Alto,VXI,Manual,"16,903 km",2nd Owner,Petrol,TS-13,"6,647/month","3,40,000","Bachupally, Hyderabad"
275,2016 Maruti Ciaz,ZXI AT,Automatic,"43,901 km",1st Owner,Petrol,TS-10,"13,040/month","6,67,000","Attapur, Hyderabad"
276,2019 Maruti IGNIS,DELTA 1.2,Manual,"51,278 km",2nd Owner,Petrol,TS-09,"10,088/month","5,16,000","Attapur, Hyderabad"
277,2017 Honda City,1.5L I-VTEC ZX CVT,Automatic,"99,130 km",1st Owner,Petrol,TS-11,"15,347/month","7,85,000","Kompally, Hyderabad"
278,2019 Maruti Celerio X,ZXI,Manual,"44,363 km",1st Owner,Petrol,TS-09,"10,342/month","5,29,000","Kompally, Hyderabad"
279,2014 Maruti Alto 800,LXI,Manual,"70,145 km",1st Owner,Petrol,TS-07,"5,181/month","2,65,000","Attapur, Hyderabad"
280,2017 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"82,163 km",1st Owner,Petrol,TS-08,"10,303/month","5,27,000","Kompally, Hyderabad"
281,2017 Maruti Alto 800,VXI,Manual,"78,969 km",1st Owner,Petrol,TS-15,"6,061/month","3,10,000","Kompally, Hyderabad"
282,2021 Tata ALTROZ,XZ 1.5 RTQ,Manual,"61,626 km",1st Owner,Diesel,TS-17,"16,122/month","8,47,000","Bachupally, Hyderabad"
283,2019 Hyundai VENUE,SX PLUS 1.0 TURBO DCT,Automatic,"72,563 km",1st Owner,Petrol,TS-10,"18,672/month","9,81,000","Bachupally, Hyderabad"
284,2020 Maruti IGNIS,ZETA 1.2 AMT,Automatic,"14,956 km",1st Owner,Petrol,TS-07,"13,529/month","6,92,000","Attapur, Hyderabad"
285,2017 Honda Brio,S MT,Manual,"22,180 km",1st Owner,Petrol,TS-10,"8,798/month","4,50,000","Bachupally, Hyderabad"
286,2019 Maruti Baleno,ZETA PETROL 1.2,Manual,"82,243 km",1st Owner,Petrol,TS-08,"13,666/month","6,99,000","Kompally, Hyderabad"
287,2014 Honda Brio,S MT,Manual,"47,784 km",2nd Owner,Petrol,TS-07,"8,074/month","4,13,000","Attapur, Hyderabad"
288,2014 Maruti Swift,VXI,Manual,"95,255 km",2nd Owner,Petrol,TS-08,"8,367/month","4,28,000","Kompally, Hyderabad"
289,2019 Renault Kwid,RXT 1.0 (O),Manual,"37,634 km",1st Owner,Petrol,TS-08,"7,918/month","4,05,000","Bachupally, Hyderabad"
290,2013 Honda Brio,V MT,Manual,"39,452 km",1st Owner,Petrol,AP-29,"7,214/month","3,69,000","Bachupally, Hyderabad"
291,2013 Maruti Wagon R 1.0,VXI,Manual,"89,791 km",1st Owner,Petrol,AP-10,"6,256/month","3,20,000","Kompally, Hyderabad"
292,2017 Maruti Alto 800,LXI O,Manual,"68,359 km",1st Owner,Petrol,TS-07,"5,982/month","3,06,000","Attapur, Hyderabad"
293,2021 Honda City,V CVT,Automatic,"64,402 km",1st Owner,Petrol,TS-09,"21,528/month","11,31,000","Attapur, Hyderabad"
294,2010 Hyundai Santro Xing,GLS,Manual,"62,572 km",2nd Owner,Petrol,AP-09,"4,125/month","2,11,000","Attapur, Hyderabad"
295,2021 Hyundai NEW I20,Asta 1.0 GDI Turbo IMT,Manual,"19,168 km",1st Owner,Petrol,TS-08,"18,406/month","9,67,000","Kompally, Hyderabad"
296,2016 Maruti Alto 800,LXI O,Manual,"48,141 km",1st Owner,Petrol,TS-08,"5,963/month","3,05,000","Attapur, Hyderabad"
297,2018 Maruti Dzire,VXI AMT,Automatic,"44,348 km",1st Owner,Petrol,TS-08,"13,959/month","7,14,000","Kompally, Hyderabad"
298,2021 Hyundai GRAND I10 NIOS,MAGNA 1.2 KAPPA VTVT,Manual,"33,798 km",1st Owner,Petrol,TS-35,"12,199/month","6,24,000","Attapur, Hyderabad"
299,2019 Maruti Swift,VXI AMT,Automatic,"31,286 km",1st Owner,Petrol,TS-09,"13,451/month","6,88,000","Kompally, Hyderabad"
300,2021 Renault TRIBER,RXZ AMT DUAL TONE,Automatic,"35,023 km",1st Owner,Petrol,TS-11,"15,582/month","7,97,000","Attapur, Hyderabad"
301,2016 Hyundai Creta,SX PLUS AT 1.6 PETROL,Automatic,"93,104 km",1st Owner,Petrol,TS-07,"18,482/month","9,71,000","Kompally, Hyderabad"
302,2017 Hyundai Verna,1.6 VTVT SX,Manual,"30,811 km",1st Owner,Petrol,TS-09,"15,341/month","8,06,000","Kompally, Hyderabad"
303,2021 Maruti Alto,VXI,Manual,"23,748 km",1st Owner,Petrol,TS-15,"8,016/month","4,10,000","Attapur, Hyderabad"
304,2016 Hyundai Elite i20,ASTA 1.2,Manual,"90,374 km",1st Owner,Petrol,TS-08,"11,378/month","5,82,000","Kompally, Hyderabad"
305,2021 Hyundai NEW SANTRO,ASTA MT,Manual,"20,837 km",2nd Owner,Petrol,TS-04,"10,987/month","5,62,000","Bachupally, Hyderabad"
306,2017 Ford Ecosport,TITANIUM + 1.5L PETROL AT,Automatic,"51,258 km",1st Owner,Petrol,TS-08,"15,308/month","7,83,000","Bachupally, Hyderabad"
307,2013 Maruti Wagon R 1.0,VXI,Manual,"91,405 km",1st Owner,Petrol,AP-28,"6,080/month","3,11,000","Kompally, Hyderabad"
308,2013 Honda City,1.5L I-VTEC E MT,Manual,"94,287 km",2nd Owner,Petrol,AP-29,"8,837/month","4,52,000","Kompally, Hyderabad"
309,2012 Hyundai i10,MAGNA 1.2,Manual,"49,043 km",2nd Owner,Petrol,AP-11,"6,393/month","3,27,000","Kompally, Hyderabad"
310,2021 Tata NEXON,XZ PLUS PETROL,Manual,"33,090 km",1st Owner,Petrol,TS-04,"19,148/month","10,06,000","Attapur, Hyderabad"
311,2015 Maruti Alto 800,VXI,Manual,"49,692 km",2nd Owner,Petrol,TS-05,"5,239/month","2,68,000","Bachupally, Hyderabad"
312,2015 Hyundai Grand i10,ASTA 1.2 KAPPA VTVT,Manual,"95,963 km",2nd Owner,Petrol,TS-07,"8,348/month","4,27,000","Bachupally, Hyderabad"
313,2022 Volkswagen Vento,HIGHLINE 1.0L TSI,Manual,"15,788 km",1st Owner,Petrol,TS-07,"18,768/month","9,86,000","Bachupally, Hyderabad"
314,2020 Tata ALTROZ,XZ PETROL,Manual,"41,382 km",2nd Owner,Petrol,TS-08,"14,389/month","7,36,000","Attapur, Hyderabad"
315,2015 Honda City,1.5L I-VTEC V MT,Manual,"1,01,176 km",3rd Owner,Petrol,TS-09,"11,085/month","5,67,000","Kompally, Hyderabad"
316,2020 Maruti Alto,LXI,Manual,"44,790 km",1st Owner,Petrol,TS-09,"7,112/month","3,63,800","Kompally, Hyderabad"
317,2016 Honda Jazz,1.2L I-VTEC V AT,Automatic,"54,083 km",2nd Owner,Petrol,TS-08,"12,082/month","6,18,000","Kompally, Hyderabad"
318,2012 Hyundai i10,ERA 1.1,Manual,"74,754 km",2nd Owner,Petrol,AP-13,"5,982/month","3,06,000","Kompally, Hyderabad"
319,2014 Maruti Alto 800,LXI,Manual,"31,933 km",2nd Owner,Petrol,AP-28,"5,063/month","2,59,000","Kompally, Hyderabad"
320,2018 Maruti Celerio,ZXI,Manual,"59,028 km",1st Owner,Petrol,TS-17,"8,895/month","4,55,000","Kompally, Hyderabad"
321,2014 Maruti Swift,VXI,Manual,"87,966 km",3rd Owner,Petrol,AP-28,"9,052/month","4,63,000","Attapur, Hyderabad"
322,2017 Maruti Dzire,ZXI AMT,Automatic,"59,411 km",1st Owner,Petrol,TS-08,"13,529/month","6,92,000","Bachupally, Hyderabad"
323,2016 Maruti Wagon R 1.0,VXI,Manual,"89,029 km",2nd Owner,Petrol,TS-08,"7,155/month","3,66,000","Kompally, Hyderabad"
324,2016 Maruti Celerio,VXI AMT,Automatic,"61,337 km",1st Owner,Petrol,TS-08,"8,113/month","4,15,000","Kompally, Hyderabad"
325,2018 Maruti Ciaz,ZETA AT 1.5  SHVS PETROL,Automatic,"33,914 km",1st Owner,Petrol,TS-08,"15,798/month","8,30,000","Attapur, Hyderabad"
326,2017 Maruti IGNIS,DELTA 1.2 AMT,Automatic,"97,667 km",1st Owner,Petrol,TS-15,"9,228/month","4,72,000","Kompally, Hyderabad"
327,2021 Ford Figo Aspire,TITANIUM 1.2 PETROL,Manual,"29,246 km",1st Owner,Petrol,TS-09,"14,233/month","7,28,000","Kompally, Hyderabad"
328,2021 Tata TIGOR,XZ PLUS PETROL,Manual,"70,380 km",1st Owner,Petrol,TS-08,"13,959/month","7,14,000","Kompally, Hyderabad"
329,2017 Maruti Ciaz,DELTA 1.4 AT PETROL,Automatic,"70,424 km",2nd Owner,Petrol,TS-07,"13,118/month","6,71,000","Bachupally, Hyderabad"
330,2017 Maruti Dzire,ZDI AMT,Automatic,"53,873 km",1st Owner,Diesel,TS-07,"14,526/month","7,43,000","Kompally, Hyderabad"
331,2022 Maruti Ciaz,DELTA 1.5 SHVS MT PETROL,Manual,"15,992 km",1st Owner,Petrol,TS-08,"16,997/month","8,93,000","Kompally, Hyderabad"
332,2017 Honda Amaze,1.2L I-VTEC VX,Manual,"56,242 km",1st Owner,Petrol,TS-08,"11,535/month","5,90,000","Kompally, Hyderabad"
333,2018 Hyundai Grand i10,ASTA U2 1.2 CRDI,Manual,"98,455 km",1st Owner,Diesel,TS-09,"11,300/month","5,78,000","Kompally, Hyderabad"
334,2020 Renault Duster,RXE 1.3 TURBO PETROL MT,Manual,"30,241 km",1st Owner,Petrol,TS-09,"17,854/month","9,38,000","Kompally, Hyderabad"
335,2021 Tata ALTROZ,XT I-TURBO PETROL,Manual,"31,750 km",2nd Owner,Petrol,TS-09,"14,584/month","7,46,000","Kompally, Hyderabad"
336,2016 Volkswagen Jetta,COMFORTLINE 1.4 TSI MT,Manual,"16,726 km",1st Owner,Petrol,TS-09,"23,069/month","12,12,000","Kompally, Hyderabad"
337,2018 Hyundai Elite i20,SPORTZ 1.2,Manual,"44,646 km",1st Owner,Petrol,TS-07,"13,509/month","6,91,000","Kompally, Hyderabad"
338,2019 Toyota Glanza,V,Manual,"90,148 km",1st Owner,Petrol,TS-07,"13,978/month","7,15,000","Kompally, Hyderabad"
339,2016 Maruti Celerio,VXI AMT,Automatic,"80,315 km",2nd Owner,Petrol,TS-15,"8,485/month","4,34,000","Kompally, Hyderabad"
340,2022 Renault Kwid,CLIMBER AMT 1.0,Automatic,"9,183 km",1st Owner,Petrol,TS-09,"12,102/month","6,19,000","Attapur, Hyderabad"
